1	116.43948 	40.08886 	0	1000
2	116.34979 	40.08059 	0	1000
3	116.24725 	39.86845 	0	1000
4	116.32513 	39.96804 	2	1
5	116.60703 	39.93045 	2	1
6	116.34429 	40.03882 	3	1
7	116.34346 	39.98309 	2	1
8	116.50375 	39.97603 	1	1
9	116.40278 	39.92582 	5	1
10	116.37535 	40.00444 	2	1
11	116.33223 	40.04026 	2	1
12	116.34358 	40.03114 	1	1
13	116.31213 	40.03131 	3	1
14	116.25946 	39.97549 	3	1
15	116.27409 	40.02995 	1	1
