1	116.43948 	40.08886 	0	1000
2	116.34979 	40.08059 	0	1000
3	116.24725 	39.86845 	0	1000
4	116.32513 	39.96804 	0	1000
5	116.60703 	39.93045 	0	1000
6	116.34429 	40.03882 	0	1000
7	116.34346 	39.98309 	0	1000
8	116.50375 	39.97603 	0	1000
9	116.40278 	39.92582 	0	1000
10	116.37535 	40.00444 	0	1000
11	116.33223 	40.04026 	0	1000
12	116.34358 	40.03114 	0	1000
13	116.31213 	40.03131 	0	1000
14	116.25946 	39.97549 	0	1000
15	116.27409 	40.02995 	0	1000
16	116.20329 	39.99566 	0	1000
17	116.34546 	39.94917 	0	1000
18	116.30945 	39.94932 	0	1000
19	116.24638 	39.96726 	0	1000
20	116.28532 	39.87202 	0	1000
21	116.25861 	39.88904 	0	1000
22	116.35304 	39.99012 	0	1000
23	116.36963 	39.96126 	0	1000
24	116.36398 	40.05896 	0	1000
25	116.37369 	39.97135 	0	1000
26	116.46729 	39.88028 	0	1000
27	116.37291 	39.93555 	0	1000
28	116.35632 	40.02612 	0	1000
29	116.36300 	39.97940 	0	1000
30	116.34445 	39.97556 	0	1000
31	116.33163 	39.92697 	0	1000
32	116.31482 	39.93303 	0	1000
33	116.40440 	39.95195 	0	1000
34	116.36087 	39.98143 	0	1000
35	116.31161 	40.05220 	0	1000
36	116.30981 	39.99880 	0	1000
37	116.32831 	39.94515 	0	1000
38	116.32453 	39.98072 	0	1000
39	116.31789 	39.98106 	0	1000
40	116.30612 	39.98178 	0	1000
41	116.29134 	39.94222 	0	1000
42	116.31357 	39.92304 	0	1000
43	116.28322 	39.90875 	0	1000
44	116.27349 	39.91493 	0	1000
45	116.25810 	39.90216 	0	1000
46	116.20716 	39.93175 	0	1000
47	116.20606 	39.89527 	0	1000
48	116.36463 	40.02288 	0	1000
49	116.52665 	39.84378 	0	1000
50	116.34360 	39.99198 	0	1000
51	116.35229 	39.99377 	0	1000
52	116.34547 	39.95841 	0	1000
53	116.32859 	39.90083 	0	1000
54	116.29531 	39.91004 	0	1000
55	116.33099 	39.95782 	0	1000
56	116.31602 	39.95695 	0	1000
57	116.35339 	39.93460 	0	1000
58	116.29805 	39.91508 	0	1000
59	116.31217 	39.85192 	0	1000
60	116.36807 	39.96741 	0	1000
61	116.30073 	40.05305 	0	1000
62	116.36018 	40.00273 	0	1000
63	116.35334 	39.91521 	0	1000
64	116.23753 	39.95516 	0	1000
65	116.40877 	40.05820 	0	1000
66	116.34806 	40.04012 	0	1000
67	116.20664 	39.97377 	0	1000
68	116.40938 	39.98140 	0	1000
69	116.59741 	40.03314 	0	1000
70	116.38639 	39.85432 	0	1000
71	116.39915 	39.81641 	0	1000
72	116.36440 	39.79164 	0	1000
73	116.19452 	39.94800 	0	1000
74	116.25358 	39.89352 	0	1000
75	116.42914 	39.99340 	0	1000
76	116.50318 	39.89322 	0	1000
77	116.46212 	39.90625 	0	1000
78	116.31729 	39.94808 	0	1000
79	116.30217 	39.96665 	0	1000
80	116.36587 	39.91229 	0	1000
81	116.30663 	39.96824 	0	1000
82	116.41280 	40.07526 	0	1000
83	116.42145 	40.13090 	0	1000
84	116.44539 	39.89615 	0	1000
85	116.55101 	40.14693 	0	1000
86	116.42671 	39.99399 	0	1000
87	116.21715 	39.76559 	0	1000
88	116.41655 	39.96204 	0	1000
89	116.39901 	39.93049 	0	1000
90	116.29178 	40.03356 	0	1000
91	116.28550 	39.92300 	0	1000
92	116.35996 	39.86540 	0	1000
93	116.51209 	39.90313 	0	1000
94	116.34731 	40.08098 	0	1000
95	116.40909 	40.05942 	0	1000
96	116.50558 	40.00829 	0	1000
97	116.65465 	40.13035 	0	1000
98	116.33352 	39.95567 	0	1000
99	116.32471 	39.75010 	0	1000
100	116.64618 	40.01149 	0	1000
101	116.56572 	39.78218 	0	1000
102	116.40881 	39.93873 	0	1000
103	116.68446 	40.33278 	0	1000
104	116.41508 	39.89720 	0	1000
105	116.32724 	39.77303 	0	1000
106	116.38520 	39.83182 	0	1000
107	116.33290 	39.99314 	0	1000
108	116.13772 	39.73604 	0	1000
109	116.37655 	39.84550 	0	1000
110	116.14327 	39.74914 	0	1000
111	116.37984 	39.84578 	0	1000
112	116.47282 	39.91119 	0	1000
113	116.18963 	39.72842 	0	1000
114	116.14950 	39.73862 	0	1000
115	116.14476 	39.73421 	0	1000
116	116.21715 	39.76559 	0	1000
117	116.13884 	39.72981 	0	1000
118	116.16439 	39.86333 	0	1000
119	116.12816 	39.73039 	0	1000
120	116.33361 	40.04317 	0	1000
121	116.30845 	39.89412 	0	1000
122	116.40915 	39.98136 	0	1000
123	116.29822 	40.02463 	0	1000
124	116.35260 	39.99852 	0	1000
125	116.42285 	39.89055 	0	1000
126	116.44533 	39.90728 	0	1000
127	116.40831 	40.04942 	0	1000
128	116.37055 	40.17401 	0	1000
129	116.34731 	40.08098 	0	1000
130	116.59443 	40.03458 	0	1000
131	116.43070 	39.89790 	3	1
132	116.48985 	39.91554 	5	1
133	116.43576 	39.86119 	3	1
134	116.44286 	39.92766 	1	1
135	116.32324 	39.98342 	3	1
136	116.34722 	40.03545 	3	1
137	116.52472 	39.94573 	3	1
138	116.34406 	40.08348 	5	1
139	116.42681 	39.88555 	2	1
140	116.30859 	39.96617 	1	1
141	116.42444 	39.95936 	2	1
142	116.35300 	39.87660 	3	1
143	116.32471 	39.92851 	4	1
144	116.63955 	40.33161 	4	1
145	116.47129 	39.88230 	4	1
146	116.36389 	39.95588 	5	1
147	116.51258 	39.91567 	2	1
148	116.32268 	40.03859 	4	1
149	116.41001 	39.78382 	2	1
150	116.33415 	39.77736 	4	1
151	116.26592 	40.08208 	5	1
152	116.43511 	39.98385 	5	1
153	116.21715 	39.76559 	5	1
154	116.39052 	39.98657 	1	1
155	116.57499 	40.06942 	4	1
156	116.49453 	39.93867 	2	1
157	116.34658 	39.94990 	2	1
158	116.42211 	39.80570 	1	1
159	116.39244 	39.88947 	2	1
160	116.46374 	39.97867 	4	1
161	116.41272 	39.99929 	2	1
162	116.43707 	39.96156 	5	1
163	116.29086 	40.03281 	4	1
164	116.47383 	39.99499 	2	1
165	116.42617 	39.91805 	4	1
166	116.34667 	39.90669 	4	1
167	116.50827 	40.01997 	4	1
168	116.32882 	40.07794 	3	1
169	116.46876 	39.88831 	4	1
170	116.40518 	40.04232 	2	1
171	116.40860 	40.00786 	2	1
172	116.40231 	39.95215 	3	1
173	116.47789 	39.88203 	3	1
174	116.40191 	40.04443 	5	1
175	116.40318 	39.84426 	1	1
176	116.10799 	39.88916 	5	1
177	116.23780 	39.84179 	1	1
178	116.41622 	39.95715 	3	1
179	116.51864 	39.90998 	1	1
180	116.46277 	39.79778 	5	1
181	116.44193 	39.86515 	1	1
182	116.31013 	39.93266 	5	1
183	116.33117 	39.78737 	3	1
184	116.40262 	40.01716 	1	1
185	116.34445 	39.97556 	1	1
186	116.38716 	39.85713 	5	1
187	116.47402 	39.92354 	2	1
188	116.42884 	39.86880 	5	1
189	116.40784 	39.99308 	5	1
190	116.37698 	40.08197 	1	1
191	116.61227 	40.16376 	3	1
192	116.45832 	39.87793 	2	1
193	116.20778 	39.94293 	2	1
194	116.45328 	39.96856 	5	1
195	116.29736 	39.89041 	5	1
196	116.42114 	39.98491 	2	1
197	116.18965 	39.91066 	5	1
198	116.42845 	39.95148 	1	1
199	116.44592 	39.88217 	1	1
200	116.23192 	39.88309 	5	1
201	116.48377 	39.89943 	4	1
202	116.40938 	40.00547 	3	1
203	116.39269 	39.86198 	5	1
204	116.54767 	39.91301 	3	1
205	116.37415 	39.95059 	2	1
206	116.40182 	39.92535 	2	1
207	116.41286 	39.97350 	5	1
208	116.46843 	39.99318 	5	1
209	116.41772 	39.97310 	4	1
210	116.32471 	39.75010 	4	1
211	116.47925 	40.00836 	3	1
212	116.33294 	40.08253 	2	1
213	116.37983 	39.87961 	3	1
214	116.27433 	39.94487 	3	1
215	116.38809 	39.97103 	5	1
216	116.55236 	40.08579 	5	1
217	116.42478 	39.87466 	2	1
218	116.32822 	39.97563 	4	1
219	116.39912 	39.96814 	3	1
220	116.36832 	39.86817 	3	1
221	116.37026 	39.86118 	1	1
222	116.38386 	39.99778 	1	1
223	116.42388 	39.86367 	4	1
224	116.57678 	39.91002 	2	1
225	116.32368 	39.92784 	1	1
226	116.48388 	39.79950 	1	1
227	116.41061 	39.99013 	3	1
228	116.35561 	39.89559 	3	1
229	116.61510 	40.12112 	1	1
230	116.38409 	39.95760 	4	1
231	116.35219 	39.87891 	1	1
232	116.38421 	39.96280 	1	1
233	116.43115 	39.86966 	1	1
234	116.49683 	39.80214 	4	1
235	116.37065 	39.96786 	4	1
236	116.47863 	39.92780 	2	1
237	116.38328 	39.84352 	1	1
238	116.62339 	39.87933 	4	1
239	116.51665 	39.92651 	5	1
240	116.35685 	39.97133 	1	1
241	116.33237 	40.05312 	5	1
242	116.38716 	39.95474 	1	1
243	116.41121 	39.96687 	5	1
244	116.28956 	39.86814 	5	1
245	116.45761 	39.89403 	4	1
246	116.42294 	39.94143 	3	1
247	116.23641 	39.90083 	3	1
248	116.39304 	39.94117 	5	1
249	116.47736 	39.85032 	5	1
