M,p0,TAU,quantpred
75423415958493807DA55BA,1,3,0.65
754B3378600147466207F0A,1,5,0.45
75583656029040610358B51,1,1,0.85
75603613650038575A6BFC5,1,1,0.85
756B36542969908116F34F2,1,1,0.85
75713422300177343954E19,0,5,0.45
758D3419993782137D6A9EB,1,3,0.65
7598338921864313887DE07,0,4,0.55
759933719730586815F3AC4,0,5,0.45
759B36560112630146CEE36,1,2,0.75
759D361986818983259BE1B,1,1,0.85
75B53669523609250A00F30,1,1,0.85
75C43393830583411B4CFD4,0,3,0.65
75C936042147689470DDE3C,1,3,0.65
75D034235935546181405CF,0,3,0.65
75D9342462196269122CD94,0,3,0.65
75E23631801936410AFB029,1,1,0.85
75ED360889494074348BF86,1,2,0.75
75EE338170703997079DB50,1,3,0.65
760A36391141826559AAC6B,1,1,0.85
760C356683086320136A5C0,1,4,0.55
76153372523378677D86A2F,0,4,0.55
76223412676251867CFBBBF,1,4,0.55
76293622554735003A5004D,1,1,0.85
762D3390481183803D225A6,0,5,0.45
76473619591162764E8D4CC,1,2,0.75
765236733400051125E6C2B,1,1,0.85
76583397063850047CD6C41,1,3,0.65
765E36271314024389832C9,1,2,0.75
766E33697469243047921B5,0,5,0.45
768036521942789306AA76F,0,2,0.75
768E33820938768713BEA64,0,5,0.45
76943618729233810ADC19D,1,3,0.65
769C33866126563249D8CA6,1,5,0.45
769E340320044488101478F,1,3,0.65
76BD33863533520439A97AB,1,4,0.55
76DE339236643546525BFA6,0,5,0.45
76E434105961649853955AE,1,4,0.55
77033373739944645555370,1,4,0.55
7704336633057730323ABE9,0,5,0.45
77083423140391295218676,0,4,0.55
770836170807314428BA0B6,1,1,0.85
7721364558536791560ED52,1,1,0.85
7733342323892896123B703,1,2,0.75
77463658232016125636819,1,2,0.75
77493612044451336304351,0,3,0.65
775E3381380605232B0F0A1,1,6,0.35
777D3592956533054F54985,1,3,0.65
777E3399490964561514EFB,1,4,0.55
77B03387055233293330560,0,5,0.45
77B93427241747720FC4DE5,0,3,0.65
77BD33643434810779F9E91,0,5,0.45
77C036547867696604DDB48,1,1,0.85
77CE3418858492579A5D602,0,4,0.55
77D53634913924983AD59F9,1,1,0.85
78233383192700730D9B888,1,4,0.55
783F3390569099288BD6F5A,0,5,0.45
784D3385506584699854530,0,5,0.45
784F36751839748381C4A1F,0,2,0.75
78743650216989855FDB961,1,1,0.85
787933699639543231DA58F,0,4,0.55
787B342719102064559B6AE,0,5,0.45
787C3638710944836C30A05,0,3,0.65
788433647298039463BA338,1,4,0.55
78C03393337984205D6D73B,0,4,0.55
78C836648520817812A29F0,1,1,0.85
78CA3410583014112DC19B4,1,4,0.55
78CA3432397842827B023B7,0,4,0.55
78D036221440036008BCFA5,0,3,0.65
78E23376326675838BDD393,0,5,0.45
790733952468256352948CF,1,2,0.75
79193429134525821ABE51A,0,4,0.55
791E3613497859155CDE236,1,2,0.75
79243417313755466B19E97,0,5,0.45
79413613581726305E6D2A4,0,1,0.85
79673624475836707AFD0EA,1,2,0.75
796E361497992621341B16B,1,1,0.85
796F3662623379621E46234,1,1,0.85
797B33863323342471B48C9,0,6,0.35
798035909726462835889DB,0,3,0.65
7988341210183112561CF7C,1,3,0.65
798A34141222655755A76E5,1,3,0.65
79903587411663618E89039,1,2,0.75
79B0356939572795465CBA8,0,2,0.75
79BA336570935067586A6C5,1,4,0.55
79D53410407695610B9EF00,0,4,0.55
79D83422085892966B57A35,1,3,0.65
79EF36427471645702DDE6A,1,2,0.75
79FB3682637631368698A89,1,0,0.95
7A0B339936676847696771E,1,1,0.85
7A2833772042826179D65AF,1,5,0.45
7A3B34152560778095A1D2B,1,4,0.55
7A453364810866496CAA53F,1,4,0.55
7A4C3618797490795C04692,1,2,0.75
7A6E36248637026268A5648,1,4,0.55
7A7E35627581148286685A6,0,3,0.65
7A903649009093863B7F883,1,1,0.85
7A943419169401890E7B0D3,1,3,0.65
7A9A34067026866935F70C0,0,3,0.65
7A9B36459365027110E80F1,1,2,0.75
7AB13416759261872C51A69,1,3,0.65
7ABF3638856532142247D7F,1,1,0.85
7ACB3407466163083ADB154,1,4,0.55
7ACE3426275873812E2EE73,1,3,0.65
7AE43423246467960304CFD,0,4,0.55
7AEC3404417807826978831,1,3,0.65
7AF135762426994583E7DA9,1,3,0.65
7B0A34233119628764A94AB,1,4,0.55
7B0F36314718169857342A1,1,1,0.85
7B1134298859904306E824E,0,3,0.65
7B14336574122291280CA5E,0,5,0.45
7B173632766881357254F4E,1,1,0.85
7B1F3577575043875693849,1,4,0.55
7B2D3401361067280852692,0,5,0.45
7B613369728475896660094,1,5,0.45
7B73337502743802428B603,0,5,0.45
7B8A3378559076020E4CDA4,0,3,0.65
7B8A3422270105814274076,1,5,0.45
7B9036388241066248DF146,1,2,0.75
7B9B3591978193169F2D4F3,1,3,0.65
7BD0366965477772515E372,1,1,0.85
7BDE3370972092957010071,1,3,0.65
7C0B33649774587260CC855,0,4,0.55
7C2D34334485588002F27AD,0,2,0.75
7C3E33655359432837CB674,1,5,0.45
7C3F36269354672578FE0BE,0,1,0.85
7C443365415946052F8A963,1,4,0.55
7C4B3421412612034DDB95F,1,2,0.75
7C5B3418377734396083528,0,2,0.75
7C5D366238434993947DF43,1,2,0.75
7C63336644095774305AF6C,0,6,0.35
7C7036207498285697A532A,1,1,0.85
7C723407222409682438E33,1,3,0.65
7C8E3381960084314689386,1,5,0.45
7C9C3396669575559472264,0,1,0.85
7CA6342656675337953CE7B,0,4,0.55
7CB03591521627289039892,1,4,0.55
7CC336409656184777B10F6,1,2,0.75
7CC43398489739832A245B8,1,4,0.55
7CCD34146403644390DAAD3,1,2,0.75
7CF2339496841910539990A,1,3,0.65
7CF533985898813757E7A34,0,3,0.65
7CF9366503377708907B2F1,1,2,0.75
7D003370616161518693148,1,4,0.55
7D1B36132319877870894E8,1,1,0.85
7D20364769653174547857A,1,2,0.75
7D243424454286721DD06C8,0,3,0.65
7D313644286815404C0A7D0,1,3,0.65
7D51338915973065137475E,1,4,0.55
7D5D34189078190406E4240,1,4,0.55
7D60361293148451419BD8F,0,2,0.75
7D643628157278868698E05,1,2,0.75
7D6D34310983188933233D7,0,4,0.55
7D763634674148011BEA0E5,0,1,0.85
7D923365712337152921477,1,4,0.55
7DCC34046562346173587B5,1,5,0.45
7DCE3424554481245770FC6,1,1,0.85
7DD7362621906256714AE69,1,4,0.55
7DDC3426568076317C9215A,1,3,0.65
7DF43413537533681214199,0,4,0.55
7DF634163573199869F7053,0,3,0.65
7DFD36412974913511BE184,1,1,0.85
7E1E34230266172360538AD,0,9,0.05
7E2C33651649743211322A2,0,2,0.75
7E363629035572900F828D9,0,2,0.75
7E3D3425380011514F8AA87,1,3,0.65
7E4B35901602354631A6BF1,1,2,0.75
7E4E3655449145527FC0323,1,2,0.75
7E563649785022926E2EB55,1,2,0.75
7E5B3384603318600AE85E2,1,3,0.65
7E693597580574525096D41,1,2,0.75
7E6E3661222050150F48D1F,0,2,0.75
7E6F33770587558461BB051,1,3,0.65
7E9C3385937572800362F3B,1,6,0.35
7EA53418885635138F1F15D,1,4,0.55
7EA83406756891740407F98,0,4,0.55
7EB43421839042613E848C0,1,6,0.35
7ED6342701721523629793D,1,4,0.55
7EE53398421781706E8EF01,0,3,0.65
7EE73619124796282F1A78E,0,2,0.75
7EF33375893619604F17427,0,4,0.55
7F3434248115259237D8E96,0,3,0.65
7F38365970013944528F4AF,1,3,0.65
7F3A340800421008335F836,0,5,0.45
7F413407508083048C6D800,1,3,0.65
7F56341745436086033DCBC,1,3,0.65
7F5B3374803120666A409D5,1,4,0.55
7F863364796382497BBF186,0,4,0.55
7F8636238046472426AD9A9,1,2,0.75
7F8E3365352730010C95BE1,1,5,0.45
7F9C3408729731362B10F7E,0,4,0.55
7FAF341879710964536C599,1,4,0.55
7FB5338969246283194B3DF,1,6,0.35
7FB93383379654549EC0D16,1,3,0.65
7FBB33780015425853764B0,0,4,0.55
7FC83577185262583642531,1,2,0.75
7FD934113532476880FF840,1,3,0.65
7FE03633667792262EE432D,1,2,0.75
802334272522501266AF225,1,2,0.75
802D3425502440644C07259,1,4,0.55
802E36242493001278AEB69,1,1,0.85
803B336508361303146F59B,0,3,0.65
805D33815863157134F4A10,1,6,0.35
805F36637008464353DF48A,1,1,0.85
80633375775484094FD50FE,1,3,0.65
8068336879713899684EBDB,1,3,0.65
80713594462795965082E82,1,3,0.65
8079342193296569062A36C,0,4,0.55
809333670635638176F7A33,0,4,0.55
809F341309007377281B042,1,4,0.55
80AF36557288118222B2E50,1,1,0.85
80BD3364462686337206D63,0,4,0.55
80BF342941277975714410F,0,3,0.65
80C833822073123275CAEEE,0,4,0.55
80FF3409923630944DE58DB,1,2,0.75
812333703686054740C585B,0,5,0.45
81433423451301454C19FC0,0,3,0.65
816C3660623459582DCA58B,1,1,0.85
816E33823036287391AD751,0,6,0.35
8176340260454643513318E,0,2,0.75
8178341801771570075D237,1,4,0.55
817F365123036926604D764,1,2,0.75
81883395877605755C07967,1,5,0.45
819236209066958133EDC0D,1,3,0.65
81923656724750842644DAA,1,2,0.75
81AC34333969565272F8355,1,4,0.55
81AF33876214206512527CA,0,4,0.55
81C133811673952910259AA,0,4,0.55
81CA34196378437267CADF3,0,4,0.55
81CD3595048104793411BCA,1,4,0.55
81CF3414641316506F82CA5,1,4,0.55
81D833867500889983A6857,0,3,0.65
81F13420240010130469D1B,1,2,0.75
81F236642548547203E7686,1,2,0.75
8204341997367999975FDCA,1,3,0.65
821A3393232561081FDD8D8,1,4,0.55
82293406226094842EB5E93,1,3,0.65
82303391578132841438D21,1,5,0.45
8244337634340131629334F,1,5,0.45
825F36602599521902274AC,1,4,0.55
8262341593600242676C3BF,0,4,0.55
82BF3639922932478636311,1,2,0.75
82C4361963498698447D1DB,0,2,0.75
82C63381748410974C66FDE,0,4,0.55
82CF3642458522487B9156A,0,2,0.75
82D234248005346222CA63A,1,3,0.65
82E433877602936679F1C42,0,7,0.25
82E83657096173540E23F63,1,1,0.85
82EB3410234358086156450,1,3,0.65
83073630945930444457194,0,1,0.85
830D3619904114847A59729,1,1,0.85
830D363924477663179C765,1,2,0.75
8314366929509050086D59B,0,2,0.75
83333385019566716604316,1,4,0.55
83353650998143988865419,1,3,0.65
83383425412578962400851,0,5,0.45
833C34298063159584ED6B3,0,3,0.65
83493384013982890F05C00,0,4,0.55
836C3412250459192C5C3D0,1,2,0.75
837C340336586791103C46B,1,3,0.65
839E33943077469322184F9,0,6,0.35
839F36456487043317CF703,1,1,0.85
83A13388929347847D37BB5,1,5,0.45
83AA3419741464644F2326D,1,3,0.65
83B83429543038514843FD1,1,4,0.55
83C636340781743625F9EE5,1,0,0.95
83CD3428595709350E2E8F1,0,1,0.85
83DB3421510097279CD2BAA,1,2,0.75
83EE3385225245230B961D4,0,5,0.45
8408336552088724380A0C5,0,5,0.45
840F3424223740352826E2D,1,3,0.65
841436593987813593D3B2D,1,1,0.85
84193426563247529F6401E,0,2,0.75
842334180206044171CA2E7,1,3,0.65
842734297558085860F2B2E,0,2,0.75
842E3638781637334F1F244,1,3,0.65
845F3382964582229F920E5,0,4,0.55
847C342028671508484FE6C,1,3,0.65
847E3612511478474E32E0E,1,1,0.85
84833409617095033CC8860,0,4,0.55
848E342690645611706A625,1,4,0.55
84BA3633343894944286727,0,2,0.75
84CE34151451856666D6831,0,3,0.65
84DA3606390939203AF9D39,1,1,0.85
84F13657916683006674E6F,0,5,0.45
84F83423008091528933834,0,4,0.55
84FC3645089403735CBB30D,1,2,0.75
852A3380677514190B3CFD2,0,6,0.35
852A365509971151233D4C9,1,1,0.85
853534213278880446DF89D,1,3,0.65
854936927534680811472B4,1,1,0.85
855433690477960245255D3,0,4,0.55
85583417560529642F18F95,1,3,0.65
855B342692098702776E0B7,1,4,0.55
857734279404759301E7B12,1,4,0.55
857B33645422202860B2E29,0,5,0.45
85923397214780531AD6994,0,7,0.25
859533966155394480F9B5C,1,4,0.55
859C3365069069694D2FBC9,0,4,0.55
85A13385535327266EF7914,1,5,0.45
85AA36518238044961B480F,0,0,0.95
85E53423974778815A57840,1,4,0.55
85FA33860415286135F7961,1,6,0.35
85FC3602936948097B5F1CE,1,1,0.85
86083583504847130553615,1,3,0.65
862733988449741847C6FC0,0,3,0.65
863936507156371569C7E91,1,1,0.85
866834258898534249F8D62,0,4,0.55
86833653821126069CBF968,0,1,0.85
86903630125076046CD5EDB,1,1,0.85
869434200242369042BB443,1,4,0.55
869635697296344120665EB,0,4,0.55
8698365638389843616FDF9,1,1,0.85
86B234003472811973C7830,0,5,0.45
86BA3378206755795D56AC3,1,3,0.65
86BD3620605540102B42790,1,2,0.75
86C53634389394971F21E00,1,2,0.75
86D0336648948285788A831,1,4,0.55
86DC3365681631334E84D8D,1,5,0.45
86E13638720713485B01DD4,1,2,0.75
86ED3600523518842FCA810,1,4,0.55
871236573132380737EAF7E,1,2,0.75
87153628540094095F0CD39,0,5,0.45
873434308019945070AE13B,0,3,0.65
874134115395025407F3AAC,1,4,0.55
8741357658688589208ED2C,1,3,0.65
87463600559674063FE1AB1,1,1,0.85
87503380424267690F79784,1,3,0.65
8751340206672039497D5DF,1,4,0.55
87B036384803479918305B0,1,1,0.85
87C9358389161710130CE35,1,3,0.65
87CE3619910743061A822B6,1,1,0.85
87D335870718714388B540E,0,3,0.65
87D53409014862691D117B0,1,4,0.55
87E1336539804062448D360,0,3,0.65
87F83373207039873C994EA,0,6,0.35
8800342736590206352FB09,0,3,0.65
88203417702841291674739,1,3,0.65
8832365962028569525FBF9,1,1,0.85
8841364518090204803F1F2,0,3,0.65
884F3590939032350FD69FE,1,4,0.55
886833866471566980631EA,0,3,0.65
8869364943765301755EBF2,1,2,0.75
887C343035013159642BA39,1,4,0.55
887C3433717586070718D7F,1,3,0.65
88953369565401795F514FE,1,5,0.45
88B3339604388872736EE80,1,5,0.45
88B8362352864887008973C,1,2,0.75
88D53417196074619C9AF0B,1,3,0.65
88DD3621506864663A46A93,1,1,0.85
88E3342309397121023A7EC,1,4,0.55
89093635789728968454906,1,2,0.75
890C3408187361418FA4C3A,1,3,0.65
89223621965242006861F92,1,2,0.75
893A33956820734816C36A3,0,5,0.45
89453365103475213708E94,0,4,0.55
895033796525059332931FC,1,6,0.35
89623368803475277EBA347,1,5,0.45
896236495568897104B2542,1,2,0.75
89853431873949452642360,1,3,0.65
898C34211680853066CC6A8,0,3,0.65
89B23394778829425B98250,0,6,0.35
89B33647626476331083B50,1,1,0.85
89B633653062630228CD6B9,0,5,0.45
89F23373070343901A0607C,1,4,0.55
89F3359717372134540C2D2,1,3,0.65
8A0536323556186164FB316,0,1,0.85
8A0736330135558482DFF7C,1,1,0.85
8A1B358368729707786B4F1,0,2,0.75
8A243633192783024E2CF8C,1,0,0.95
8A2F3412854944650A7AA1D,1,5,0.45
8A40364523741689052EB3D,0,1,0.85
8A4C342715800292391AF42,1,3,0.65
8A4E36541281443938FD055,1,1,0.85
8A5A36506622512163B332B,1,1,0.85
8A623409161838226C401BE,0,4,0.55
8A6A33644318146130EE2C4,1,4,0.55
8A7533656115646984FE4B6,1,5,0.45
8A793431488441191574D97,1,4,0.55
8A9936446615995719D937B,0,3,0.65
8AA53648860143632786190,0,1,0.85
8ABA33651127741936AFCF5,0,4,0.55
8ABB33838206530826360DB,0,1,0.85
8AF7339503305512016183C,1,4,0.55
8AFB3415823342744220DD4,1,3,0.65
8B2136272874667275C459C,0,1,0.85
8B263367529275796B93BCE,1,5,0.45
8B4D3396183385377D4A577,0,4,0.55
8B503648581431119945C73,1,2,0.75
8B52336555305304455E1A2,1,5,0.45
8B533365161674268FF724D,1,5,0.45
8B5B3429299824509F1D198,1,5,0.45
8BAD3648359203450BD9D71,1,0,0.95
8BAF36555697198561DB80A,1,2,0.75
8BC933708740540264E11D9,1,4,0.55
8BFB3642480047084B6002B,1,0,0.95
8C06338642934070310A140,1,6,0.35
8C1F3625430950439AF4FCA,1,2,0.75
8C2C3627803957126DA8576,0,2,0.75
8C3633686970264820E64EF,1,4,0.55
8C3B3639667454368960498,0,1,0.85
8C5A3386908557223272CC3,1,5,0.45
8C9A3391054785696CF4D41,1,6,0.35
8CA23650808937046A0735B,1,1,0.85
8CA53661641391826F83A8A,1,4,0.55
8CBA3390057082508D4C828,1,4,0.55
8CC13401978379814537EA7,0,4,0.55
8CD536105838083112F7931,1,2,0.75
8CF93410626103709BD0C1E,1,3,0.65
8D0734000216355470779CF,0,3,0.65
8D0D340088469657929497C,0,3,0.65
8D2933769231995356EE412,0,6,0.35
8D513373281432731E3C478,1,4,0.55
8D54362037012661964F5FD,0,1,0.85
8D583652091520497DCD42B,1,2,0.75
8D603379825796693A9971C,1,3,0.65
8D7A3652067124109BB477E,1,2,0.75
8D8436670771739486AE359,1,1,0.85
8D913581328252046792620,0,3,0.65
8D95342378857956092BA69,1,3,0.65
8DA73646606849408F77E3B,0,1,0.85
8DB036674352830016490EB,1,2,0.75
8DCF3647238669182702866,1,3,0.65
8DE035883249062513C9866,1,3,0.65
8E133593333850478420080,0,3,0.65
8E15336477391552343AA45,0,5,0.45
8E253394099299289DB03DB,0,5,0.45
8E353617091750769AF1BBF,0,4,0.55
8E3634051560960980094B6,1,4,0.55
8E3E33802875712590935C6,1,7,0.25
8E4036424089368300F3B3E,1,2,0.75
8E4E340217653906560619C,1,4,0.55
8E4F3379481028496686AD7,0,8,0.15
8E6336445977198362D4AC5,1,2,0.75
8E6A3603052186734108F90,1,1,0.85
8EA93574451284134995EDF,0,2,0.75
8EAF33939427315245B32D9,1,4,0.55
8EC13390763256860E617D3,0,2,0.75
8ECE3400396718128F13D9E,1,4,0.55
8EF63637291224257C390E4,1,1,0.85
8F003385770264978C02AD7,1,5,0.45
8F283369882041909A0B869,0,6,0.35
8F3834222236960509282DA,1,3,0.65
8F383587988493797683474,1,2,0.75
8F4B34196672252434DA57A,1,3,0.65
8F5E3421732238839ECDC14,1,4,0.55
8F7B36563849643223B26F9,1,2,0.75
8FA835805599422207D10F2,0,2,0.75
8FE13640208677760F4F80B,1,1,0.85
8FE8358696766223141507A,1,1,0.85
900A3392136023221E8DE7E,1,2,0.75
903834226036298839F3C4A,1,4,0.55
903C3601766322890FD3DC8,1,2,0.75
904335807653334553B31A6,0,4,0.55
904436398708762112B7FE4,1,1,0.85
904C3419328846320BDC615,0,4,0.55
904F3653268946589CEA484,1,1,0.85
9060365022060326943347D,1,1,0.85
90833633802795908F2C8C6,1,2,0.75
90863366249280610B41B6A,0,5,0.45
9099340067135815174D049,0,5,0.45
90A63433178597861BA9636,1,2,0.75
90B93644374134338677BAF,1,0,0.95
90C9336493218718082A51F,1,5,0.45
90D236256101693398A88F8,1,3,0.65
91003374105748581AF403D,1,5,0.45
91043636972976438167F4B,1,2,0.75
911833659253545730A427A,0,5,0.45
9141341978570606244491E,1,2,0.75
91653392017601950779747,1,1,0.85
916F33805855715342A3E80,0,5,0.45
918D3597132782773DDD62F,1,1,0.85
91A436557393891353CF11D,1,2,0.75
91A7338328049279240337F,0,5,0.45
91AA3425944900640EDE472,0,4,0.55
91B13406259458848A19615,0,4,0.55
91C83666911533294CE22EA,1,2,0.75
91CC338409789907920DFA8,0,4,0.55
91D4339066598073946DE7F,1,3,0.65
921234195295883557798BA,0,2,0.75
92303601927522134514789,0,2,0.75
92393627933766730DFD178,1,3,0.65
923F3379975818691280DBB,1,5,0.45
923F3387872281208CDA928,1,3,0.65
92403672550268394CC2AC8,1,1,0.85
924A33669241386672998F6,0,3,0.65
927D3649436373406576F90,1,2,0.75
928B34173834266590EBF13,1,2,0.75
928D35730454396790EF032,0,3,0.65
929234332385073324FC98E,1,4,0.55
929F3415585709790B64EA0,0,4,0.55
92BE3632868376167FECF37,1,1,0.85
92D23375207160103221F09,0,4,0.55
92D93390923153477635139,1,3,0.65
92EF33666480910905B9A45,1,2,0.75
92EF35849310896858339C1,1,1,0.85
92F834030941387761D4B6D,1,5,0.45
92F93610106054325F5B5FA,1,1,0.85
92FE33883345981616917C2,0,4,0.55
92FF36419467878903726C4,1,0,0.95
930D3388827488954BBBEBD,0,5,0.45
931E3403091985550DDD1A8,1,2,0.75
931F340773374213714ED5F,1,3,0.65
932A3413165457177FC5CD6,0,3,0.65
932D36483593195754BB422,1,1,0.85
93393429990683733AF420E,1,3,0.65
934D3427503388712D396DB,1,4,0.55
935136178028152882A8CD3,1,3,0.65
935F3368352470030E64D08,0,5,0.45
93603422213775071D13C74,0,5,0.45
937033795270167757E3B86,0,4,0.55
938136082218420529D8DA5,1,1,0.85
939B3407130925370D26FDA,1,3,0.65
93A3360694880292796576A,1,3,0.65
93B536669084927860E3F6A,1,1,0.85
93BD33790741929125686E3,1,4,0.55
93D936558865463181C2D49,1,3,0.65
93E63430926394264BCEEBF,1,4,0.55
93F93623762229278D3035A,1,2,0.75
94063642261254461E1126E,1,0,0.95
941B33767187474732FDADB,0,5,0.45
94243418826130025590D84,0,3,0.65
94253623521605017A1407B,1,2,0.75
945A3640209618274FAD126,0,1,0.85
946C3376010916185EEC993,0,6,0.35
94743373581089713450D1C,0,4,0.55
947D3420532457213FF93C8,1,2,0.75
94833658374445775C1716F,1,1,0.85
949133823488304742D8751,1,3,0.65
94A136196166694310CDB26,1,1,0.85
94AC3365406846671D26964,0,5,0.45
94B3364433706826679F89C,1,1,0.85
94BC3430654784303B6F5B2,1,3,0.65
94F436230549080328E7909,1,3,0.65
9504340808904631469BA7E,1,4,0.55
95053364825573616091CEB,0,4,0.55
95063427336435974DCA4A5,1,2,0.75
950C3394428416681B5E8D5,0,4,0.55
951B33841988420529660C7,0,5,0.45
9559342806817885253CD5E,1,2,0.75
9565343195417668180C279,0,3,0.65
956836429146659172BE847,1,1,0.85
956C3653844663086BF9FBA,1,1,0.85
95923406437235108BD6112,1,4,0.55
95AF33664008905317674BD,1,4,0.55
95B83381036642840AFA1D0,1,5,0.45
95B93391267815263A761EF,0,7,0.25
95BB361559818761230EA3D,1,2,0.75
95CF3604026474596395277,1,3,0.65
95D9365601497860696F03F,1,2,0.75
95DD3417021879019AF0C16,1,3,0.65
95E83661037127092314BF2,1,1,0.85
95ED3433075668438FE1BFC,1,2,0.75
966433807716132428D734C,0,5,0.45
966534150580441019C1DB7,1,3,0.65
966A3390627911354184D7B,1,4,0.55
969133974558893824E1535,1,4,0.55
96CC361052258972690A23A,1,2,0.75
96DB363930110453130B528,1,1,0.85
96DC36386717941880E1A97,1,1,0.85
96FB3577467862799BEB068,0,3,0.65
970F34309872696073CF985,0,4,0.55
97233578795145865E25105,1,3,0.65
97263400481221773489734,0,5,0.45
972B3380280371536BBAEE3,0,5,0.45
97413383825182961ABDCCD,0,4,0.55
9754336471077869564B51D,0,5,0.45
97743431200405336740C28,0,4,0.55
977834264503926804FE469,0,2,0.75
977A364657087760717B34C,1,1,0.85
977B340615049510507B21E,1,4,0.55
97823417826566807849B43,0,4,0.55
978F3383060072896AC8013,1,4,0.55
979534224489631249D4364,0,2,0.75
97B73403372475491DC1B1A,1,3,0.65
97C3342593484445303510E,0,3,0.65
97C534165970040327CC923,0,2,0.75
97CE33866955275538ABAA0,0,5,0.45
97D73422761867427B34FF9,1,3,0.65
97D93708059721826A94A4B,1,1,0.85
97E3366319039348122A890,1,1,0.85
97EE3636161703856B0998F,1,1,0.85
97F6338968020963589ED1C,1,2,0.75
97F63589602876819263583,0,3,0.65
980E3364679121753DA3F14,0,6,0.35
981434064551040469037CC,0,4,0.55
981E341063249739831AC45,1,3,0.65
9837365912086756790522B,1,1,0.85
984E33822547678010F0B29,0,4,0.55
9855337380186544756115C,1,5,0.45
985A3426463809830BC73FB,1,3,0.65
987533828797778029AA88F,1,3,0.65
988A339593495291055B469,1,4,0.55
98BE36453494969397E8704,0,1,0.85
98DD3377670410525E3F418,0,5,0.45
98E03386250569194B8BA1B,0,5,0.45
98E73378164812187A0AF5D,0,5,0.45
98F53375890100818DE1B98,0,5,0.45
98F6343280900863480CA6B,0,3,0.65
993D33941552919750D4310,1,1,0.85
994B3392642802666E87964,0,4,0.55
994C34209805101211EDAFB,1,1,0.85
998633673484788519D28A9,1,5,0.45
9989337722296951869DB53,0,5,0.45
99A33650748277574EB9BF1,0,1,0.85
99B53404514954036C06B30,0,2,0.75
99BA34038508731536C4001,1,3,0.65
99BE35768043101474FE9A2,1,3,0.65
99CA364723710875049817B,1,4,0.55
99D1337177313940915F1DA,0,5,0.45
99E23600976633224F0E633,1,2,0.75
99EE33877409785160C7CC1,1,4,0.55
9A02339712677417916E409,1,3,0.65
9A0234250690311406B7FC7,1,3,0.65
9A0F36582271862329186D4,1,2,0.75
9A173621136247699C37ED9,1,1,0.85
9A2634134673936740BAAD3,0,2,0.75
9A4A3613312117405D9FFFF,1,1,0.85
9A523427849742178929EB0,0,3,0.65
9A523662181962661152222,1,1,0.85
9A5B35855314976581AADFE,0,3,0.65
9A9F33855721082873F01B2,1,4,0.55
9AA13402208427718140CE8,1,5,0.45
9AA6339517334692209C534,0,2,0.75
9AAD34290281656263B1ADA,0,3,0.65
9AB23669027309258F5EE8D,1,1,0.85
9AC234188073805110835F5,1,4,0.55
9ACA3601231909574883D3F,1,2,0.75
9AE33364775335275E46014,0,4,0.55
9AE5339476816382145F56C,1,7,0.25
9AFC3397882773186BAF35D,1,5,0.45
9AFE33762623622293EFE59,0,6,0.35
9B1B3384908153081517B5A,0,5,0.45
9B1F3365913727158EA2486,1,6,0.35
9B283373389366000A28E76,0,4,0.55
9B373373221024668FA769A,1,3,0.65
9B3D368353793454233108F,1,2,0.75
9B6834010744251995E5CE6,1,4,0.55
9B893427549559092F5F548,1,3,0.65
9BCB3367570364891B06BF2,0,2,0.75
9BDD34101982307468E412E,1,4,0.55
9BDE36271846176265F2B01,1,1,0.85
9BF23610300994065657731,1,2,0.75
9BFB33699008353670B5D88,0,4,0.55
9C04358760712337227C3BF,1,3,0.65
9C1034290507244857500A8,1,4,0.55
9C1933839720714874B5BEE,0,4,0.55
9C38337803995175128805C,1,4,0.55
9C403599710168603D3C554,1,1,0.85
9C4B3421043445188BD8676,1,2,0.75
9C4D338791719527564631F,0,8,0.15
9C6F3385446645302F29692,0,5,0.45
9C803632241831966002A67,1,1,0.85
9C823371377118570D18BFF,1,7,0.25
9C823416334871401364930,0,5,0.45
9C8E3605687481717B06AD8,1,1,0.85
9C92337812171324098D44D,0,4,0.55
9C9636460137319761696DB,1,1,0.85
9CB934073508964127B5625,0,2,0.75
9CBD34118317707319B2B1D,0,3,0.65
9CCD3614008458623E1018F,1,1,0.85
9CE63659012961598A41C52,0,2,0.75
9CEB3368780151489C72004,0,5,0.45
9CF23432961234069E24DE8,0,3,0.65
9CF833657305713273DFB89,0,6,0.35
9D273583951923960EE8E53,0,1,0.85
9D29338342288494069F6A6,0,3,0.65
9D2A337998200418445BF88,1,5,0.45
9D2C357190353110931DAE7,1,4,0.55
9D3C3644281119952B58613,0,3,0.65
9D493654487401899078CB3,0,2,0.75
9D763393272248859E41D05,0,6,0.35
9D8B3622630162686A632A7,1,3,0.65
9D933418207876243F06007,0,3,0.65
9D953637769756753BF196C,1,1,0.85
9D9F36584993211814BDCA8,1,2,0.75
9DA23627812781148858CA7,0,1,0.85
9DC434301967754827978C1,1,3,0.65
9DC9336464360058590848E,0,6,0.35
9DD536523113047045C57FD,1,1,0.85
9DDA3374178083149D507D6,1,4,0.55
9DE6337073752413383FEA1,0,5,0.45
9DF8362696655084496B731,0,2,0.75
9DF93393900314748FABF55,1,5,0.45
9E043658976006080B790B8,0,1,0.85
9E0B3419165063636C864B8,1,4,0.55
9E1D3406889231786F16442,0,3,0.65
9E30343117852007004B60A,1,5,0.45
9E37339699436869725A320,0,5,0.45
9E3E3660733589631B4B9FA,1,2,0.75
