M,p0,TAU,quantpred
2845342147364503201AFF0,0,4,0.55
28503409377958371F8F410,0,4,0.55
28543380629368573F44A9F,0,5,0.45
28633364548208825D69B00,1,6,0.35
287A340712093488891DDEF,0,5,0.45
287B3664571558717A4AC40,1,1,0.85
287D36165234085025EA620,1,1,0.85
287F3605285131593CD3109,1,3,0.65
289F3365512750187194502,1,5,0.45
28A13402745912735BAE6DA,0,3,0.65
28A435891962207608F1AB2,0,3,0.65
28AE33796147852123D404C,1,5,0.45
28B833654206609868D9F7E,1,7,0.25
28ED3668953937751298D6B,1,0,0.95
28EE3413900605548A4DAAB,1,4,0.55
28FA3426169602140B968EB,1,2,0.75
29133380448363863023234,1,6,0.35
293A363693563242761FB0F,1,3,0.65
294733700857545365A47CF,1,5,0.45
29603406723228967000C77,1,6,0.35
296034236306094377FB5BB,1,0,0.95
29883683249833576489884,1,2,0.75
298F3386817574174B5EED9,0,5,0.45
299B3401248996457E20678,0,5,0.45
299E36470470704107E039E,1,1,0.85
299F341831973816346EF29,1,3,0.65
29A034196962321778A45E4,1,4,0.55
29F336237679385931C4F98,1,2,0.75
2A113420579873289D95F3D,1,2,0.75
2A2133740399129400D624E,1,5,0.45
2A3933650550602844CD2A1,0,4,0.55
2A513390138272967481AA5,1,4,0.55
2A58339242850376844356B,0,4,0.55
2A5F3645608964053E9A6D0,0,1,0.85
2A733645944141186CB5EE7,1,1,0.85
2A74338972477696852DAD7,1,3,0.65
2A823388779748859A480F2,1,4,0.55
2AA13654375731324C0300B,0,2,0.75
2AA33634995930553272610,0,2,0.75
2AB53424138907951D52ACE,0,2,0.75
2AC83412428627071873163,0,3,0.65
2ADC3365402212171CB099B,0,5,0.45
2AE636778986635590B5720,1,2,0.75
2B0836397647899002EAB8D,1,1,0.85
2B0F3624574678953BB2A5E,0,3,0.65
2B2634332780498382EC49D,1,3,0.65
2B3A363803554115454AD84,1,1,0.85
2B4F36616595074770F3C39,0,2,0.75
2B6334010305912061B6AAE,0,5,0.45
2B74342276927810925DF6E,1,3,0.65
2B7B3364711046817D70986,0,5,0.45
2B8334072814619168A6B54,1,4,0.55
2B993654204182923157E61,1,0,0.95
2BA03590632216879402909,1,4,0.55
2BA53374122842518E77ACF,0,5,0.45
2BA7356755091615933132C,1,3,0.65
2BBD36639609008516AD724,1,1,0.85
2BDD36490565946505D237D,1,0,0.95
2BDE36182611591385163AF,0,3,0.65
2BE03397875744944A6FE20,1,3,0.65
2BE236051728659285664F7,1,1,0.85
2BE63399295066339B08FFD,0,3,0.65
2C053391048276282E1A3EB,0,4,0.55
2C14338200661140945BC97,1,4,0.55
2C1736253737016080F092B,1,1,0.85
2C5334071409700621F1AE9,0,5,0.45
2C603655923571199614EBC,1,1,0.85
2C6B36412993319430D1DDE,1,1,0.85
2C8D3590794519314D4CE00,1,2,0.75
2C9A3622354838835221263,0,2,0.75
2C9D36574425180796C9ACE,1,2,0.75
2CB0343007007497470B013,0,4,0.55
2CC234313187011845A3061,1,2,0.75
2CD535756222988296455C4,0,4,0.55
2CD83383717751110A3ED68,0,4,0.55
2CF03639304804112B5827A,1,2,0.75
2D013365819345139317AF1,1,4,0.55
2D013417183144197B65937,0,5,0.45
2D0C33878133370991EAA07,0,5,0.45
2D15342676053299838CCEE,1,3,0.65
2D4036332206651082EF1DB,1,1,0.85
2D45365149853950154D44B,0,1,0.85
2D51365634753172834FD52,1,1,0.85
2D563625608617961A19D52,1,1,0.85
2D5B3651303076243318A54,1,0,0.95
2D5C3365739110067CBC962,0,5,0.45
2D693630748107337B8C1D7,1,1,0.85
2D7533724466225686FA8C0,1,5,0.45
2D7D3616101786657700F50,1,1,0.85
2D7E3642765972716F41036,1,1,0.85
2D9334000671905555D395B,1,4,0.55
2D963385744868948D42894,0,3,0.65
2D9F34017160668660AA21D,1,5,0.45
2DB434276660870873A8EC6,1,2,0.75
2DB93643517966359A5733C,1,1,0.85
2DD43624655415454A6380D,1,4,0.55
2DDD3365954423210A8306F,0,5,0.45
2DE6336877919744219DADC,1,4,0.55
2DE83396589145673156C9F,0,5,0.45
2DFB365243874302828171F,1,1,0.85
2E3634017025929704E4665,1,4,0.55
2E3E33935882517503B56CC,1,4,0.55
2E5736524775104645E3A81,0,2,0.75
2E6A3640908295859119CA7,1,0,0.95
2E7033840142711285ADA20,0,4,0.55
2E7134089242508138E5001,1,2,0.75
2E773423242857295DB45A3,0,4,0.55
2E863642221717619B65913,1,2,0.75
2EAB3644925783142A25821,1,1,0.85
2EB23364850868399E97D5C,0,5,0.45
2EBA33930390665328508D6,0,3,0.65
2EBF33754180923349ABE18,0,5,0.45
2EC5341021319299630BCC1,0,4,0.55
2EDB36172719793590E51A3,1,1,0.85
2EDF362888331620950C509,0,2,0.75
2EDF3657353049001FFB70F,0,1,0.85
2EE43364671837374687AC1,1,5,0.45
2EF23376483609052D46732,1,4,0.55
2F133365354853860175B61,0,5,0.45
2F573416519143182C03BD8,1,4,0.55
2F6836264544002236FB912,0,2,0.75
2F6A35824913281987ECAEB,1,2,0.75
2F703661750194787D781FB,1,0,0.95
2F7F36679339828741B36A0,1,1,0.85
2F803653722733973038D66,1,2,0.75
2F963563364499817A69AA8,1,3,0.65
2FB234202879842210F68C6,0,3,0.65
2FC233644151281396C846C,1,5,0.45
2FC73391467190462AF0FBD,1,4,0.55
30023382927130158699378,0,5,0.45
3008363299005528402E34C,1,1,0.85
304B3582471569570AB73FE,1,3,0.65
305136308389119849E170D,1,2,0.75
306D3610183007464175AD4,1,1,0.85
30773370693236664AEF9E1,1,3,0.65
308C359229520125437AC84,1,3,0.65
30A03658051087892997702,1,2,0.75
30B23426127558267A2F1A0,0,3,0.65
30C135842613958918E14D0,1,2,0.75
30C43392492997939DEF93B,0,4,0.55
30CD33847650202984E19DA,0,5,0.45
30CE3649244806469742399,1,1,0.85
30D73391987890855A72DDA,1,4,0.55
30EF33722026458509EA308,0,5,0.45
30FB35787725215186C2292,0,3,0.65
311C3418202756958C90B64,1,3,0.65
311F3407513158025A98B84,1,5,0.45
312334278273252034EEA22,1,3,0.65
314B3615357149567A09D8F,1,1,0.85
314D3670182611228A2553A,0,2,0.75
31813426452318051DD2BCF,1,4,0.55
319634143362088254530F0,1,3,0.65
31A434163697531247941C3,0,3,0.65
31AC34299447850784D46CE,1,3,0.65
31AE365072710378899DC97,1,1,0.85
31AF3374157524590C404C7,0,5,0.45
31C33407185880548E98A0C,0,4,0.55
31E3368003439366748DFFD,1,2,0.75
31E434211221138112B6E92,0,2,0.75
31E93386687075537807166,1,3,0.65
31ED336541808367267EC33,1,4,0.55
3200365736204405110B4B4,1,2,0.75
32103365489593057ABF1F2,1,4,0.55
323C3417210858764764FE5,0,4,0.55
32443387123626875840238,1,5,0.45
328333761006731699B8D00,0,5,0.45
328C36340037179225036B8,1,3,0.65
32933619089218641224D53,1,1,0.85
329F3631458598611CDE321,1,2,0.75
32A23416133892600A3EE02,0,5,0.45
32DA361506536137213F08C,0,1,0.85
32F53598722565597C8EC17,0,1,0.85
330E3368251173194086385,0,5,0.45
331B337927244334448D281,1,4,0.55
33223430916949481CA48DF,0,3,0.65
333C3372239854471BCCCDE,1,3,0.65
334234218911532303BFF44,1,4,0.55
33463377938074802D0C0F1,0,3,0.65
33463431759107118DF509A,1,3,0.65
337E34216187258014B1ECA,1,4,0.55
339C3400999157135A31826,0,5,0.45
33A83639653193638EC27F2,1,0,0.95
33B334111473325586338FB,1,4,0.55
33D233917417931322A9021,1,3,0.65
33F23403222941266E6E7EB,1,3,0.65
33FE3642689770399D9089B,1,1,0.85
33FF338703262540056BC3B,0,6,0.35
340E36328504393733BC729,1,1,0.85
34413381074021547736CE1,0,4,0.55
34423653281344013FF5A15,1,0,0.95
34433422478879348E5A1AB,0,3,0.65
344E3401180500351B90F2C,1,5,0.45
34513635015900153D1E7AC,1,1,0.85
346C3636349828098DF40B3,1,1,0.85
3477365315881285509B6C1,0,2,0.75
347935946644078790B82F2,1,3,0.65
34B93684333916479291744,1,0,0.95
34C53371768773139834F1A,0,5,0.45
34CB3610176045610A1D877,1,1,0.85
34D134091044411396B8CE1,1,3,0.65
34FA33981199026867171AB,0,5,0.45
35063640751579839A72F04,0,1,0.85
350C36469262378918BC380,1,1,0.85
35153383667189230BFD099,1,3,0.65
3525367169059940412FAE5,1,2,0.75
352735892445510879042F7,1,2,0.75
354E36454637113442897C3,1,2,0.75
355E3389731180204B49EBB,0,4,0.55
355E3415245746060122394,1,3,0.65
355F33662598184818B2DBD,1,3,0.65
35613395090940855AFB40F,1,6,0.35
35743379071937028FEA5E5,1,5,0.45
35843430930214593F276E3,0,3,0.65
35D33624955501254AB6EF0,1,1,0.85
35F23394385062264ECF734,0,4,0.55
36083577283232556931D83,0,2,0.75
360C338373400283589CF96,1,3,0.65
360E33935047947890B6F70,1,4,0.55
36193364551895439626667,1,5,0.45
361D33761034511078D081F,0,4,0.55
36223639609700726D87606,1,1,0.85
3638341900506945548087E,1,3,0.65
36463393301357863263738,0,4,0.55
3655362071098234405B154,1,1,0.85
36613653448831441751767,1,1,0.85
366935657194428873950E0,1,4,0.55
36693648026074862AFC210,1,1,0.85
366A3364379306791FE1753,0,5,0.45
367334267717296479185F7,1,3,0.65
367D33889455606782FB271,1,3,0.65
369636551142420232FDC13,0,1,0.85
369636568871096641C7D97,1,1,0.85
36A63637064043496A041A3,0,1,0.85
36AD3632742457805EC2DBA,1,1,0.85
37003667915672897448C19,1,2,0.75
3701338001965024538DEF6,1,4,0.55
370634247961639008EA850,1,1,0.85
371E338236481447666AAC3,1,4,0.55
372C34228736066330CEE01,0,5,0.45
37373651418153149D08A8E,1,2,0.75
37573365248915958A4179A,1,5,0.45
3758343096678882360395C,1,4,0.55
378A36647973999751309AC,1,2,0.75
37903649691755338CC7DE6,1,3,0.65
37923383572493474F892BF,1,3,0.65
37A3341463784663180B780,1,5,0.45
37AB3392500091096A073A7,0,5,0.45
37AC342794567869567163D,0,4,0.55
37B23618128692664A1AE37,1,1,0.85
37B53412528849025D7C45E,0,4,0.55
37C43384934917542E07F25,0,6,0.35
37D7336816114499242585C,0,4,0.55
37F534147786301958F71BA,0,5,0.45
37FE3639787629595278AF1,1,2,0.75
3807337709187510462056E,1,5,0.45
38073425612150675B84B7C,0,2,0.75
380A337297734107132AC02,1,5,0.45
380A3414206286476F269A3,0,4,0.55
381E3376857376470C1F17E,1,3,0.65
3827341861939155655967F,1,3,0.65
3835337775225635358231F,0,4,0.55
383C365690877952854E2FB,1,2,0.75
383E3365361050896C56CD6,0,5,0.45
383E3381057652890A33E34,0,7,0.25
384135833224641888572CC,0,4,0.55
38543429019055599C6F63F,1,3,0.65
385734240376702038058A1,1,3,0.65
3867362549002361531C609,1,2,0.75
3890338581756755552FEE9,1,4,0.55
389C341219840842315896D,1,1,0.85
389F33798835777241EC1D4,1,5,0.45
38A2340023873530364C652,0,3,0.65
38BF3380794941732483D8E,0,5,0.45
38C23364717796618A99A43,1,5,0.45
38D43649449440581B36859,1,1,0.85
38DB34062586725706FEA1C,0,5,0.45
38F13638700385618C8A77C,1,2,0.75
39233631879812122E4B14E,0,1,0.85
3926360583049016514980C,1,1,0.85
392834214911623315B47FC,1,4,0.55
392D36554609554231E6D03,1,2,0.75
393B3388923432511434BE7,0,6,0.35
39493404585585027286462,1,3,0.65
39523410242588969DBEBC8,1,4,0.55
39583628678068820FB8489,1,2,0.75
395936634059040430B1936,1,2,0.75
395E3364484436828E285DA,1,5,0.45
39673645860378715E95EEE,1,1,0.85
39693420336193362571A65,1,3,0.65
39743402103556841DAAA46,1,5,0.45
3976342836477179813E388,0,3,0.65
39773628128938622570FE4,0,2,0.75
39783421987080947F794C2,0,3,0.65
398334308474384377E8804,1,2,0.75
39BA3392660230600E0272A,1,3,0.65
39D63424156189881DD6C0A,0,4,0.55
39E9339641405164204AAA4,0,5,0.45
39F23379393329929BAC593,0,3,0.65
39F63366182173525DFB3EF,0,6,0.35
3A00361925895956430E8DF,1,2,0.75
3A043597734298018CFECAA,1,1,0.85
3A0E3638617244037DFA501,1,1,0.85
3A1C338737700463253F7B6,1,5,0.45
3A3933656521363464CF6C4,0,4,0.55
3A573391709737041D394FC,1,4,0.55
3A593433416380702CE6511,1,4,0.55
3A6033922583430745100E5,0,4,0.55
3A60339717817900858DB7D,0,6,0.35
3A673410222620339BD0668,1,3,0.65
3A6A3583282136641FB22A7,1,3,0.65
3A6D3648805852967B995E4,1,1,0.85
3A803652390813170B77516,0,1,0.85
3A8B3365976578850ECA4F9,0,5,0.45
3A92363323276326347B522,1,1,0.85
3A9736450288536388A81A6,1,1,0.85
3A983366191377351D7C021,0,6,0.35
3AA33391851301137EECFFD,0,4,0.55
3AA6339568991418464227D,0,3,0.65
3AC3337962187727890FACF,1,5,0.45
3AD03396712421273642F6B,1,5,0.45
3AD2342782911029138371B,1,4,0.55
3AD53382385525973E8807B,0,4,0.55
3AEC3374307985863C92829,1,5,0.45
3AF53423871937883F46B40,0,3,0.65
3AFC3420099388420D1C551,1,4,0.55
3B143371593179411CF33C2,0,4,0.55
3B2034284394582900AD504,1,2,0.75
3B3F36551580145268DC35B,1,1,0.85
3B4335653583200610C60E7,0,3,0.65
3B49339624110848653E598,0,3,0.65
3B603611075889106E0B469,1,2,0.75
3B6836038793909938A158F,1,1,0.85
3B713647005497198681D6D,1,3,0.65
3B80336555287752282B94E,1,6,0.35
3B88340064320770479A221,0,4,0.55
3B913371317443106F703B1,0,5,0.45
3BB43390639593272625882,0,3,0.65
3BE83382483651565701AE5,0,4,0.55
3BF83633214802473AB29B5,0,1,0.85
3BFB360842527790473518C,0,1,0.85
3BFF34250099852430F3E5B,1,3,0.65
3C0E36635548433840905FA,1,1,0.85
3C143423349711289C9508F,1,4,0.55
3C293680983205199AAE1E5,1,0,0.95
3C2C3653494037337237EDC,0,2,0.75
3C2F3375095177009D81727,1,4,0.55
3C493660983926367979740,0,2,0.75
3C4E34239925418978E221E,1,2,0.75
3C633635954699140C2A76E,1,1,0.85
3C673586562119041EDBE66,1,3,0.65
3C8A34049635401814D9160,1,4,0.55
3C8A36493151826461944E4,1,2,0.75
3C9036583822030395E3266,1,1,0.85
3CBE33799795845642C1B7A,1,6,0.35
3CC6357858970016350E1E7,1,3,0.65
3CD133781066587771A0BB2,1,4,0.55
3CD53402765971634553417,0,4,0.55
3CEF3570898936447F28147,0,2,0.75
3D02337721385250956B02D,0,5,0.45
3D193411725530913C56FB4,1,4,0.55
3D1A36124837825379AC494,1,2,0.75
3D323657207491004E15820,0,2,0.75
3D3436316851966698AFD98,1,1,0.85
3D4236484963998066D013A,1,2,0.75
3D4C342457615628900146A,0,3,0.65
3D5A3641220650312D412F6,1,1,0.85
3D613608585216197CE47EA,1,1,0.85
3D7B3435092160296D75228,1,2,0.75
3DA53636265620643BDBECC,0,1,0.85
3DD43372796341317C98C43,0,6,0.35
3DEA33820794830830B0B9B,0,4,0.55
3DFE35876639187564D1FF4,1,3,0.65
3E15363999923525730B88A,0,1,0.85
3E153664288815910E3657C,1,3,0.65
3E24342294798911746E20D,0,2,0.75
3E28340146923373565F966,0,2,0.75
3E28365364718497604AC97,1,1,0.85
3E2B3642649847644E2FF5E,0,1,0.85
3E3433928645791329A6C40,1,5,0.45
3E5C360096357911841BD66,1,3,0.65
3E6934014234710344A8ADD,1,5,0.45
3E913602451986180E381C1,1,2,0.75
3E97338359308779972E0AC,1,5,0.45
3EA33664745058864BE2E19,1,1,0.85
3EBB36326392039800014B4,1,1,0.85
3EC03368453527520929144,1,6,0.35
3EDB366340993449425C086,1,1,0.85
3EE73384799877571626863,0,5,0.45
3F133589790586910D134AB,1,4,0.55
3F1B3662342687755C60FF8,1,1,0.85
3F4333657189324176183D8,0,4,0.55
3F4C341775292889047AEF2,0,1,0.85
3F7334320187219913E96B2,0,3,0.65
3F79366333576514485D4E3,1,2,0.75
3F7E33962043677872DA1E1,0,5,0.45
3F8933658549905770C3FC9,0,5,0.45
3F8F3389283413941BF01B7,0,8,0.15
3F903396270357320D8A67A,0,3,0.65
3FBF336645423235956880C,1,7,0.25
3FF23413106889650623388,0,3,0.65
3FFA33800243773657A93FE,1,5,0.45
3FFB357180609726980DB04,0,2,0.75
3FFD338817573946244137A,0,9,0.05
400733805643757590588E4,0,7,0.25
400734099205176394B489A,1,4,0.55
40123398649050178678770,0,4,0.55
40163385002241350782ABC,1,4,0.55
401D3676985260136D4B3EF,1,1,0.85
40513663421793389B7725B,1,1,0.85
40823420426214619F72452,1,3,0.65
40893645541233764579DDE,1,1,0.85
40AC3364993128936ACE672,1,3,0.65
40B135770988088617F5B65,1,3,0.65
40B3338350239220670E200,1,5,0.45
40D4337945574917706C409,1,4,0.55
40DB3590774180471018C1E,1,2,0.75
4117360696182843697BD13,1,2,0.75
41213424342558554FF62CE,1,1,0.85
4123364990303592049DF20,1,2,0.75
41263663826629101740FD4,1,2,0.75
4139342262596963625F9FA,1,3,0.65
41423376105547005652A9C,0,5,0.45
4151341973291527394F45F,1,4,0.55
418C3407968358827F69AC8,1,3,0.65
41933415334625841A32A67,1,4,0.55
419D3428290850901102F35,0,3,0.65
41A434219017922124BF44F,0,3,0.65
41A7338931352444684C1F9,0,7,0.25
41AF366100634549668909B,1,1,0.85
41B8342122765064692D764,0,4,0.55
41E93392517312166060974,1,2,0.75
41EB3393669726485B9349B,1,4,0.55
41EE3606062528185620595,1,1,0.85
420F33700331966457E76E5,1,3,0.65
421234290401898569DE702,0,3,0.65
42203611828931927AF69BB,1,1,0.85
422A3372191132984F697D3,1,5,0.45
422C36484034319874901A3,1,1,0.85
422D3640050474214954CD5,1,1,0.85
42373675982169553ADD7E9,1,2,0.75
423C36442873305152E5186,1,1,0.85
424F339334588923537FA92,1,5,0.45
426233884836690490FEBDA,0,5,0.45
42643373264216837E33C0A,1,4,0.55
42723616786246819EE31D2,1,2,0.75
42743625869807946284D8B,1,1,0.85
42823404847878759B7A9DC,1,2,0.75
4285342070605333869C630,1,3,0.65
428B3372806823283F753AA,0,5,0.45
429036234651542760774F5,0,0,0.95
42983597975160045C4A4B4,1,2,0.75
42A534011897427481C9DF1,1,5,0.45
42A6362750721028376C92C,0,1,0.85
42B2364165268192055307B,1,2,0.75
42B53413164500842455E52,1,1,0.85
42B83373665191801423B90,1,5,0.45
42BA3401044063674AD1CB6,0,4,0.55
42D23394715339804B23198,1,5,0.45
42D23652855629850649FF1,1,1,0.85
42D8341102450567344FE6C,1,3,0.65
42D9341170479207406F189,1,3,0.65
42F73388145140404F8A64B,0,3,0.65
432033757463146913552AF,0,5,0.45
43203424015051790BB07EA,0,6,0.35
43323364816369015A3D16B,0,5,0.45
43563629764004198EE7B08,1,3,0.65
435B33829713219152F1737,1,6,0.35
435D3369356915216C78402,1,6,0.35
439F365993443247105A1A1,1,1,0.85
43A03614733450612AEEDE2,1,2,0.75
43BF343128406339794F80B,1,3,0.65
43D43589251723986A458C6,1,3,0.65
43D536263946280639B95F3,0,1,0.85
43E934035815352364DB9B5,0,4,0.55
43F9365481232075908148C,1,2,0.75
441133985026565794ED153,0,5,0.45
44163586091493118191B2E,1,2,0.75
4433336968080630540289C,0,5,0.45
443636437482999878AAF73,1,1,0.85
443A362108306724902BC08,0,2,0.75
4483341521574338098BEB2,1,4,0.55
44833613455477975D47A76,1,2,0.75
44A33646193631854753EB7,1,1,0.85
44C63618738771939FB3EDF,1,1,0.85
44C83654562254612DBF2BE,1,1,0.85
44C93571796188267C23AC7,1,2,0.75
44CC366450977947711806B,1,1,0.85
44ED3396594144279DFC93B,1,3,0.65
44F0341813479783917AB74,0,4,0.55
44F233986129222330A57A3,0,4,0.55
450C3423805176622B876FC,0,3,0.65
450E3586083694743B666FA,1,2,0.75
450E364104684922015504D,1,1,0.85
450F3583757406111B74AF6,1,5,0.45
45153661399958125A9C16F,1,1,0.85
455136043387397662B6748,1,1,0.85
456B33883999741331EA1A3,0,4,0.55
4576363114492063476548D,1,1,0.85
459B3651376024902D83574,1,1,0.85
459D3365497467179C6179D,1,5,0.45
45B83390035987608A92114,1,6,0.35
45CC36246600019660F4278,0,2,0.75
45D834260308025624E258B,1,4,0.55
45E134285850002140FAE0A,1,4,0.55
45E93657434743062689F4C,1,1,0.85
461034189797106144DE314,0,4,0.55
46283407924150677916F4A,0,4,0.55
463A34295099455553BDA5C,0,3,0.65
466B33829980667028112FE,0,6,0.35
46713386209041400004B87,0,2,0.75
46993402059560558F62DFE,1,3,0.65
46A23386984398719E800D9,1,2,0.75
46A33430447230635460DB0,1,4,0.55
46B73626748392864CCDCB0,0,1,0.85
46C3342675597854880D12E,1,3,0.65
46CB34293810184059B03BE,0,3,0.65
46F43422956387130CBF49F,1,1,0.85
472F3421037207196615212,0,4,0.55
47333410643855882C734AB,1,3,0.65
47393403627022645D37C1B,0,3,0.65
47413662141534744DE3933,1,0,0.95
474F3656028474881FEDCF0,1,1,0.85
475C36642859277674E03BA,1,2,0.75
476A3396544970411704813,1,5,0.45
477134001043512433C8E52,1,4,0.55
47743378451753466307FD1,0,6,0.35
4787337560380854012029E,1,5,0.45
478B342879941045364A2BC,0,5,0.45
47943581295136521465FC1,1,3,0.65
479B34334176838384BDB52,1,4,0.55
47AE3429137652492318EBE,1,3,0.65
47BB338244000620761C8D9,0,6,0.35
47CC34160504407842AC219,1,3,0.65
47DD3654579597810939175,1,1,0.85
47EB3393161722287B46920,0,4,0.55
47FF3598075621637AEF256,1,4,0.55
480B3428075258086AED8DB,1,2,0.75
48153620999645707DDD728,1,3,0.65
482434116136421653493F8,0,4,0.55
482633973508370044D8CD6,0,3,0.65
4845337772293937406EE6D,1,3,0.65
485C3396218492230F7BDDE,0,6,0.35
486433910608054858CB7DD,0,4,0.55
487B3600828095553CFDA47,1,1,0.85
48843667598546519C099BD,1,1,0.85
48BB342518232551582E3F1,1,3,0.65
48CB341800702735198FB3D,1,3,0.65
48D83380990343696EE9DF3,0,4,0.55
48F935787996115913B2953,0,3,0.65
48FF337386231513452D420,1,4,0.55
490B3404177528784E577B6,1,2,0.75
492234125852517112CEB7C,0,6,0.35
49223659223858160EF57E5,1,2,0.75
4958336498653547372B3EA,0,6,0.35
49913396789764886A2CBB4,0,3,0.65
49E134202633376824EAEAC,0,4,0.55
49E333879120456796B769F,0,4,0.55
49E736491517891055073C2,1,1,0.85
49F03639679672464CDDFFA,1,1,0.85
4A0B3614027324473D94121,0,1,0.85
4A4F3422410500325E724B9,1,5,0.45
4A51341801650185415F309,0,4,0.55
4A663365886410701541FF4,1,4,0.55
4A6B3652865890474911A84,1,1,0.85
4A713603849102443A5D4D4,1,1,0.85
4A75338578071738810A1F8,0,4,0.55
4A843370348337471AF9EAE,1,5,0.45
4A92342526941848500286B,0,3,0.65
4A933433060891499CA83EA,1,1,0.85
4A983369198645537B2A63E,1,6,0.35
4A9834149166458476494C8,0,3,0.65
4A9D3666207292937DEE425,1,1,0.85
4AAC34230140533231797F2,1,4,0.55
4AB93622309254379223531,1,1,0.85
4ABB36198212689062C537C,1,3,0.65
4AC134047988520740DC2C2,0,3,0.65
4AC8339416957502258D5FF,1,5,0.45
4AD4358101097069338C40A,0,1,0.85
4AD53404341377345447A7F,0,2,0.75
4ADB36332407811591242E6,1,3,0.65
4AF233837792657091CBB87,1,4,0.55
4AF73422425216621DEEBB6,1,5,0.45
4AFD3378389016251E51F1B,0,6,0.35
4B073390276248393B39D31,0,5,0.45
4B0E3623834534061EEA431,1,0,0.95
4B2E3600346858109CE6FD4,1,1,0.85
4B43342368479693213DE18,1,4,0.55
4B5933768798609625E7ADD,1,4,0.55
4B5B3579981956576CF16EE,1,3,0.65
4B913418449240206B246D2,0,4,0.55
4B9A3433323692671D32A5C,1,2,0.75
4B9D3388579916699CB3B5A,0,3,0.65
4BA53422751630282F66EF7,1,3,0.65
4BC333849442829249C92C0,0,4,0.55
4BC735934870955524E03C6,0,4,0.55
4BCA3377963834089775F18,0,7,0.25
4BCE3385260688706D8C9FE,1,5,0.45
4BDA3408884822468E9FF7B,0,5,0.45
4BE03365795481997782E21,0,5,0.45
4BE83393816937049EB7CFF,0,5,0.45
4BF634007475840539F9085,0,3,0.65
4C103387222469395B437B7,0,6,0.35
4C1736414198332378197D7,1,0,0.95
4C1D3432557463955FA80FC,1,5,0.45
4C223666624757359E62B16,1,3,0.65
4C3B36240587717150E8D51,1,2,0.75
4C583394601801905DD3FF0,1,4,0.55
4C73341656995575013FDAE,1,4,0.55
4C8F364301928014095FAFA,1,2,0.75
4C9E3385901305418A66C2C,1,5,0.45
4CBC360297346248353B628,1,5,0.45
4CC034049300611508662F5,0,5,0.45
4CD63593018975959724B5B,1,3,0.65
4CFE3589521330001C9E88D,1,3,0.65
4D0534027777067591F3A12,1,5,0.45
4D053409544003658E88745,0,3,0.65
4D0C34331674743175767CA,1,4,0.55
4D0E363002459159695CDFD,1,2,0.75
4D1B340665343009256F9AA,1,4,0.55
4D28364489390606307DC7C,1,1,0.85
4D2C336601323081503B1AA,1,5,0.45
4D333624156200878B31302,0,3,0.65
4D3F33819291320913BC69C,0,6,0.35
4D4636091115114436639A8,0,2,0.75
4D493375178818202EFF236,0,5,0.45
4D493656440163036F455B8,1,2,0.75
4D5D360271679086974D798,1,0,0.95
4D673689334781551D426E5,1,2,0.75
4D683366345520816B201C3,0,5,0.45
4D703620748398288A48D87,1,1,0.85
4D793641221585749F7DE24,1,4,0.55
4D883430706957298753403,0,1,0.85
4D8F3637266059944E8523D,1,1,0.85
4D9036160339731316D686F,1,1,0.85
4DD53586030747664A178CF,1,4,0.55
4DD83632245690635A45139,1,1,0.85
4DDC33758450887170E1C1A,1,4,0.55
4DDE3603607300712258F3D,1,1,0.85
4DF93653362084831E03F1E,1,3,0.65
4DFD3406169546039721C18,0,3,0.65
4E003409411810757E5A9CA,1,4,0.55
4E0A33930768308535E008E,1,2,0.75
4E0D3598890986308839F4B,1,4,0.55
4E143623681571177BE1CE3,0,1,0.85
4E1633971446588581BEB8F,0,4,0.55
4E1B3365524457002374B5D,0,4,0.55
4E4334135690968841662F4,0,4,0.55
4E57339655662541853B4E6,0,5,0.45
4E7633925945373700CB656,1,3,0.65
4E763643449504573E28AF5,1,1,0.85
4E793625138275214ABD5B3,1,2,0.75
4E8B336637652508430E801,1,4,0.55
4EA23628986705605269057,0,2,0.75
4EAF3661686387826FA6B57,1,2,0.75
4EB4342548191974561BE41,1,4,0.55
4EC23432323815349D27B4D,1,2,0.75
4ECF3425504634021C5ED4C,1,4,0.55
4ED43366268797007DC1CD6,0,5,0.45
4EDA3374975143935FE8570,0,4,0.55
4EEE3629960313933DE8C46,1,2,0.75
4EF03383860445320AE4D52,1,6,0.35
4EF0338937135471988F5ED,1,5,0.45
4EF7339201356824489EF2E,0,4,0.55
4EFB34178283353541D58B0,1,1,0.85
4F0136664650567550375C8,1,2,0.75
4F143371594937255F517D0,1,4,0.55
4F2C3603640200096D63D9B,1,3,0.65
4F2E3646931610275F6F0CC,1,1,0.85
4F333649408756307BE5A9F,0,2,0.75
4F593594841003943B111F8,1,2,0.75
4F6333701224871629B8266,0,5,0.45
4F7536689434419483DF322,1,1,0.85
4F77366306484391636885A,1,1,0.85
4F7A3394549163108F6E506,0,4,0.55
4F7A3403021482455438DB3,1,3,0.65
4F833658476779989A1CF7C,0,2,0.75
4F883396564553882289746,1,3,0.65
4F8A337139094916155D636,0,4,0.55
4F8A3646666908130E2C694,1,3,0.65
4FB534264448054496B52AE,1,3,0.65
4FB7341682330864309FED6,1,4,0.55
4FD43689365083059020579,1,2,0.75
4FF233830948804643D72E7,0,4,0.55
4FFE336905553197101CA55,1,4,0.55
50233396227479400610658,1,3,0.65
50273659781486474899CB5,1,1,0.85
502C361383973472450BD83,1,1,0.85
