M,p0,TAU,quantpred
296D365822689238134CA8C,1,5,0.45
298336495948040557BB5B1,1,6,0.35
298636525726423959A87A2,0,3,0.65
29883683249833576489884,1,6,0.35
299E36470470704107E039E,1,2,0.75
29B636608926712089A3E22,1,5,0.45
29BD362278126229606B589,1,3,0.65
29BD3626030425744365C29,1,2,0.75
29C93652760042855D48749,0,6,0.35
29F336237679385931C4F98,1,3,0.65
29F43643595804946D9810F,1,2,0.75
29F83659838270056E5630F,1,3,0.65
2A053633680434631C5357B,1,5,0.45
2A4536206331327878D3513,0,5,0.45
2A503646854382066AF33CF,1,4,0.55
2A593638450267713652306,1,3,0.65
2A5F3645608964053E9A6D0,0,3,0.65
2A73361292931161957D18C,1,3,0.65
2A733645944141186CB5EE7,1,3,0.65
2A983614961536538D79A40,1,3,0.65
2A98365547602941317B322,1,5,0.45
2AA13654375731324C0300B,0,4,0.55
2AA236420028074188727B1,1,2,0.75
2AA33634995930553272610,0,3,0.65
2ABD36374305375599407A4,1,4,0.55
2AD93647973896248FC1CE5,1,3,0.65
2AE636778986635590B5720,1,6,0.35
2B0836397647899002EAB8D,1,3,0.65
2B0F3624574678953BB2A5E,0,5,0.45
2B2E36408072167049A9CAF,1,1,0.85
2B3A363803554115454AD84,1,2,0.75
2B3E362531083930035FE72,1,3,0.65
2B4F36616595074770F3C39,0,3,0.65
2B97362667768894303E56D,1,3,0.65
2B993654204182923157E61,1,2,0.75
2B9E36167099478363F8841,1,3,0.65
2BAC3656270329043149357,1,3,0.65
2BBA36126463553099F16DF,0,2,0.75
2BBD36639609008516AD724,1,3,0.65
2BC736260876004318E8FC1,1,3,0.65
2BCC36590838752353E8657,0,2,0.75
2BD93642318634894892573,1,5,0.45
2BDD36490565946505D237D,1,2,0.75
2BDE36182611591385163AF,0,5,0.45
2BED363593432914147CF9A,1,3,0.65
2BF136475698332377F70C6,1,2,0.75
2BF63640694206287C9F65C,0,3,0.65
2BFF36291664342400A3797,1,5,0.45
2BFF3634221799819108D51,1,3,0.65
2C0736335176899235AC033,0,3,0.65
2C1736253737016080F092B,1,2,0.75
2C1F36273765199485EA2D8,1,3,0.65
2C603655923571199614EBC,1,3,0.65
2C623615675678227D4EDAE,1,2,0.75
2C683664994026910423C29,1,4,0.55
2C6B36412993319430D1DDE,1,2,0.75
2C7E365722098426618DD0E,1,5,0.45
2C9A3622354838835221263,0,3,0.65
2C9D36574425180796C9ACE,1,4,0.55
2CD43629998705568D1F1FD,1,0,0.95
2CE13641117588497CC1256,1,3,0.65
2CEC3637185891152305749,1,3,0.65
2CEF3628933193776FCF68F,0,4,0.55
2CF03639304804112B5827A,1,3,0.65
2D0136409605798477AC94C,1,5,0.45
2D023642140140783E21F4A,1,0,0.95
2D1D3640393609793E04FF7,0,3,0.65
2D2C36606341413789A7B3C,1,3,0.65
2D3136439791730936EFF14,1,3,0.65
2D343639464047885E792B9,1,2,0.75
2D4036332206651082EF1DB,1,3,0.65
2D45365149853950154D44B,0,2,0.75
2D51365634753172834FD52,1,2,0.75
2D563625608617961A19D52,1,2,0.75
2D5736407611078622D326E,1,2,0.75
2D5B3651303076243318A54,1,1,0.85
2D623660469827492886B5C,1,3,0.65
2D693630748107337B8C1D7,1,4,0.55
2D7D3616101786657700F50,1,3,0.65
2D7E3642765972716F41036,1,2,0.75
2D843699129939551D600E0,1,9,0.05
2D873680132110734CB93AC,1,6,0.35
2DB93643517966359A5733C,1,3,0.65
2DBE3653605883310C1D91C,0,1,0.85
2DC83635123145722BFEA0B,1,4,0.55
2DD03650368452413657F59,1,2,0.75
2DD43624655415454A6380D,1,7,0.25
2DFB365243874302828171F,1,2,0.75
2E013646967048739B7BED3,1,4,0.55
2E3D3657305331671EA2C19,0,4,0.55
2E4236586301360694A7F39,1,2,0.75
2E4C3635204511438135C7A,1,2,0.75
2E4D36668100506830BEABE,1,6,0.35
2E5436309832177292B4F8B,1,3,0.65
2E5736524775104645E3A81,0,3,0.65
2E6A3640908295859119CA7,1,3,0.65
2E863642221717619B65913,1,6,0.35
2EAB3644925783142A25821,1,3,0.65
2EB736506148343181034B8,1,2,0.75
2EDB36172719793590E51A3,1,3,0.65
2EDF362888331620950C509,0,3,0.65
2EDF3657353049001FFB70F,0,3,0.65
2EE53637615213042AEFA5E,1,4,0.55
2EE836654680855271B4328,1,5,0.45
2F043631413687910E218DE,1,3,0.65
2F0636570853278288AE44A,1,4,0.55
2F1A3616052681110F50BB2,1,4,0.55
2F253638561115620CD89EC,0,2,0.75
2F463661341465096B64EB5,0,4,0.55
2F473631605266360AA9B6C,0,3,0.65
2F6236650021760142F9A84,1,6,0.35
2F6736309803538902D4871,1,3,0.65
2F6836264544002236FB912,0,3,0.65
2F703661750194787D781FB,1,2,0.75
2F7B3666466482136F39A73,0,3,0.65
2F7F36679339828741B36A0,1,3,0.65
2F803653722733973038D66,1,3,0.65
2FA0368792482250337528E,1,4,0.55
2FA73632336383227D9C961,0,2,0.75
30003651080446403C8D0B6,1,3,0.65
3008363299005528402E34C,1,3,0.65
300F3643026625551EBE81A,1,8,0.15
30173639927217251156B5B,1,5,0.45
302C36220726073637E3E37,1,3,0.65
30513628763418585D29965,1,3,0.65
305136308389119849E170D,1,2,0.75
306F36279882578695AFA34,1,3,0.65
3074365663950532325DD89,1,1,0.85
309C3638244963872FD1A19,1,5,0.45
30A03658051087892997702,1,4,0.55
30C336247472577028C93AF,0,8,0.15
30CE3649244806469742399,1,2,0.75
30EC3635701929071225E65,0,7,0.25
30FE36163318901986D3868,1,3,0.65
31043624322352966F19EA9,0,3,0.65
310636617882444107D66B5,1,4,0.55
312936339256340878CDDFA,1,3,0.65
31303653624984685CB2C11,1,6,0.35
314B3615357149567A09D8F,1,3,0.65
314D3670182611228A2553A,0,3,0.65
31683648063081791BE9B03,1,2,0.75
31713622050709896297E33,1,2,0.75
317D36311597993186A6C7E,1,4,0.55
318336619610167233F962F,0,6,0.35
318A3640865792674712C17,1,3,0.65
31AD3642035843594FBB09C,1,3,0.65
31AE365072710378899DC97,1,2,0.75
31C636269635665712AC102,1,3,0.65
31C73639622411488D544D7,1,2,0.75
31D53626354002939892CAC,0,7,0.25
31E036549674008885B077A,1,3,0.65
31E3368003439366748DFFD,1,5,0.45
3200365736204405110B4B4,1,4,0.55
321C368950712289998D16A,1,4,0.55
322436680428543563A93E5,1,2,0.75
323E3647642918754935C7F,1,4,0.55
32533620913796526CB3E8A,1,3,0.65
327836256890327201B01C1,1,2,0.75
328C36340037179225036B8,1,4,0.55
32933619089218641224D53,1,3,0.65
329F3631458598611CDE321,1,6,0.35
32B9366973144292296E767,1,3,0.65
32D93641610369018E12543,1,4,0.55
32DA361506536137213F08C,0,2,0.75
32E8365558359861258C5D6,0,3,0.65
32ED3651880220013DEA1FC,1,5,0.45
332B3669180129928C8CE6D,1,3,0.65
333636131331330423EB2C9,1,2,0.75
33363639134878146949F95,1,3,0.65
334C3639786655985469073,1,5,0.45
33653647653680236AF9765,0,6,0.35
33A83639653193638EC27F2,1,1,0.85
33AB36230899702345630CE,1,2,0.75
33BC36489573426432A4989,1,7,0.25
33BD3659321605814C7F35B,1,2,0.75
33CB362204565236106CBB7,0,3,0.65
33F636643697528750C0AF6,1,6,0.35
33FE3642689770399D9089B,1,3,0.65
340E36328504393733BC729,1,4,0.55
34293636633309957C0CCF5,1,3,0.65
343536574476172427A3CEA,1,3,0.65
34423653281344013FF5A15,1,1,0.85
344F3661676255736166622,1,4,0.55
34513635015900153D1E7AC,1,2,0.75
345D3631097705341728EC0,1,3,0.65
34643650794268174751F78,1,6,0.35
346C3636349828098DF40B3,1,3,0.65
3477365315881285509B6C1,0,7,0.25
348936758126278970E128B,1,3,0.65
34B93684333916479291744,1,3,0.65
34C23621576634969120BED,1,9,0.05
350536167895857366CB729,1,4,0.55
35063640751579839A72F04,0,3,0.65
350C36469262378918BC380,1,4,0.55
3525367169059940412FAE5,1,3,0.65
352836198507717238E290E,1,2,0.75
354E36454637113442897C3,1,3,0.65
3566362125126319632AA1B,1,4,0.55
356E3628538861865EFF2E9,0,2,0.75
357B3668810066263CADF95,0,2,0.75
35B236348255386636C6837,1,3,0.65
35BC36265377386589A5B03,1,3,0.65
35D33624955501254AB6EF0,1,3,0.65
360E36544598886595BD18C,1,8,0.15
361236594480905033FDAB8,1,3,0.65
361436550574733245B7210,1,3,0.65
3620363122146445274D894,1,2,0.75
36223639609700726D87606,1,3,0.65
3655362071098234405B154,1,2,0.75
366136340687704984BD439,1,2,0.75
36613653448831441751767,1,2,0.75
36613662503460820086A45,1,4,0.55
36693648026074862AFC210,1,3,0.65
367D3640436456113275FBE,1,5,0.45
369636551142420232FDC13,0,5,0.45
369636568871096641C7D97,1,4,0.55
36A63637064043496A041A3,0,2,0.75
36AD3632742457805EC2DBA,1,2,0.75
37003667915672897448C19,1,3,0.65
372E364246796280022F647,0,3,0.65
37333687886951797B98036,1,4,0.55
37373651418153149D08A8E,1,6,0.35
373C36601842106444DFDDE,1,4,0.55
3740365378504862184D51A,1,4,0.55
374B3639721017407AE7CF4,1,4,0.55
3761364045304961530F4CA,1,3,0.65
37683652162273382625C4B,1,1,0.85
37743624436609238CDFC24,0,3,0.65
3774366696918332142FC64,1,3,0.65
378A36647973999751309AC,1,3,0.65
37903649691755338CC7DE6,1,8,0.15
37B23618128692664A1AE37,1,2,0.75
37BA3679723054844E3C204,1,3,0.65
37F536576908957680A841C,1,6,0.35
37FE3639787629595278AF1,1,3,0.65
382A3654339635488BEAC49,1,7,0.25
383C365690877952854E2FB,1,4,0.55
383D3651711192462BA33A9,0,2,0.75
384F3641108932530BF0729,1,3,0.65
38533621791834765F25087,1,4,0.55
3867362549002361531C609,1,5,0.45
386E362653703961618EE26,1,3,0.65
389636397804344117F5A80,1,5,0.45
38BF3644379993781CB0876,1,6,0.35
38C93642373064461C4F4BB,1,2,0.75
38D43649449440581B36859,1,3,0.65
38F13638700385618C8A77C,1,5,0.45
391B36509501978023288D9,1,3,0.65
39233631879812122E4B14E,0,2,0.75
392936575256528344BE647,1,4,0.55
392D36554609554231E6D03,1,5,0.45
3940364570140596468F9A3,1,3,0.65
39573651748232518789301,1,3,0.65
39583628678068820FB8489,1,3,0.65
395936634059040430B1936,1,3,0.65
39673645860378715E95EEE,1,3,0.65
39773628128938622570FE4,0,3,0.65
397D36141577545510CE75D,1,6,0.35
397E3654396522053F72CC7,1,3,0.65
39843630380229472C3E179,0,1,0.85
39A03663965337278D90D7A,1,4,0.55
39A936224362750490BAE54,1,2,0.75
39B236349788787833096EC,1,4,0.55
39C43652008240889A57F0A,1,3,0.65
39D336340786090419F860A,1,3,0.65
39DE36698977493711D27A2,1,3,0.65
39E73633573717736927132,1,4,0.55
3A00361925895956430E8DF,1,2,0.75
3A0E3638617244037DFA501,1,3,0.65
3A0F3636439403021EEE7CB,1,3,0.65
3A15366410679148829EB9B,1,2,0.75
3A203624153223670542FC2,1,3,0.65
3A3336278716131880BB8C2,1,2,0.75
3A363617178402309BA0CA7,0,3,0.65
3A6D3648805852967B995E4,1,4,0.55
3A803652390813170B77516,0,3,0.65
3A833642122802454E2CC72,1,5,0.45
3A92363323276326347B522,1,3,0.65
3A9736450288536388A81A6,1,3,0.65
3A9D36124669481789632CA,0,3,0.65
3AB03648859759387133670,0,4,0.55
3AC33667071995434816759,1,6,0.35
3AE33671929078793631E73,1,2,0.75
3AE436555184167397E703F,1,3,0.65
3AF2362258983846459AD63,1,3,0.65
3B1A3654408511747EBA201,1,6,0.35
3B343691560826644B0FAEF,1,9,0.05
3B3F36551580145268DC35B,1,6,0.35
3B553650625628010EC40AA,1,2,0.75
3B6D3627373931485E63E14,1,4,0.55
3B713647005497198681D6D,1,4,0.55
3B803636665488825D5A19A,1,3,0.65
3B843661692242619B62456,0,4,0.55
3B9536520243307377688B7,1,6,0.35
3B9A36321652733231747C1,1,2,0.75
3BAC3638989480175A5ACFD,1,6,0.35
3BE03616411929563B033BA,1,3,0.65
3BE63614879635953144D5B,1,3,0.65
3BF83633214802473AB29B5,0,2,0.75
3C0236546410334136B1B9B,1,1,0.85
3C0E36635548433840905FA,1,3,0.65
3C293680983205199AAE1E5,1,2,0.75
3C2B3653637015305814B6C,1,5,0.45
3C2C3653494037337237EDC,0,3,0.65
3C3E3655256603659C1301B,0,4,0.55
3C493660983926367979740,0,6,0.35
3C4C364201053879162F1B9,1,1,0.85
3C5636306080573102E4382,1,2,0.75
3C6136557415723130C7201,1,2,0.75
3C633635954699140C2A76E,1,2,0.75
3C7F36344035175719E789A,1,3,0.65
3C8536220984850064209A1,1,3,0.65
3C8A36493151826461944E4,1,3,0.65
3C90361518875286642962D,1,2,0.75
3C9036583822030395E3266,1,3,0.65
3CA63646078601074597250,0,4,0.55
3CAC36697724804701E7897,1,3,0.65
3CD33619283410475BCC5E2,1,2,0.75
3CF23656543991996F41DBF,1,2,0.75
3CF33655083656728802758,1,3,0.65
3D1A36124837825379AC494,1,4,0.55
3D27363512554096831C08A,0,2,0.75
3D323657207491004E15820,0,9,0.05
3D3436316851966698AFD98,1,2,0.75
3D4236484963998066D013A,1,4,0.55
3D543652377338523098D32,1,8,0.15
3D5A3641220650312D412F6,1,3,0.65
3D5F3622054226400E67AFA,1,2,0.75
3D6936427030335950BDCD4,1,3,0.65
3D6936630883628439D8F19,1,3,0.65
3D6A362029041399213CE80,1,2,0.75
3D8B3647245614798A4122F,1,3,0.65
3D9036455405075152AA27F,0,3,0.65
3DA53636265620643BDBECC,0,4,0.55
3DDC3651430766292D5580F,1,4,0.55
3E0436431813178835E1D46,1,4,0.55
3E0E362646320817360AE58,0,4,0.55
3E15363999923525730B88A,0,3,0.65
3E153664288815910E3657C,1,4,0.55
3E28365364718497604AC97,1,5,0.45
3E2B3642649847644E2FF5E,0,2,0.75
3E303621635151885F19B68,1,3,0.65
3E4036341132707555F9C34,1,4,0.55
3E4136294996378235FB794,1,3,0.65
3E4C3620202216718D9FE80,1,3,0.65
3E503655988008602C4305B,1,2,0.75
3E7B3650073035185C052A7,0,2,0.75
3E8E3657455977811E81ABC,0,3,0.65
3EA33664745058864BE2E19,1,3,0.65
3EA436761628569620C3C74,1,2,0.75
3EA63656430064647175860,1,3,0.65
3EA63663139042703620F0D,0,4,0.55
3EBB36326392039800014B4,1,2,0.75
3EDB362412546743644EDDC,1,3,0.65
3EDB366340993449425C086,1,3,0.65
3EDC36190571049400E608B,1,3,0.65
3EE0366674552194782E47A,1,5,0.45
3EE2364952142596779635D,1,2,0.75
3EE93632601229419CB5FA6,1,3,0.65
3EF136680880489077CE5FB,1,2,0.75
3F1B3662342687755C60FF8,1,2,0.75
3F2936403268585514E9BDD,0,3,0.65
3F2A3640406095988AFC543,1,3,0.65
3F7336488047045654DBDC1,0,2,0.75
3F79366333576514485D4E3,1,3,0.65
3FA9365505883677216A751,1,3,0.65
401D3676985260136D4B3EF,1,0,0.95
402C3653464617016EEBD1D,0,2,0.75
40423633301521804F05455,0,3,0.65
40463641703874631FB6925,1,6,0.35
404C3627739316389745D8A,1,2,0.75
40513663421793389B7725B,1,2,0.75
4054365284026871659FD0C,0,4,0.55
40613615956390223280367,1,3,0.65
40893645541233764579DDE,1,3,0.65
40913665291013896F8D2B8,1,2,0.75
40A13646691612708A0108B,1,2,0.75
40A93623341802047B40945,1,6,0.35
40CA364072791969914B5A6,1,5,0.45
40E536243056354816AA51F,1,3,0.65
40EF36293415246105192AB,1,2,0.75
41043645506080743432CDE,1,2,0.75
4123364990303592049DF20,1,4,0.55
412436268306103717AA995,1,4,0.55
41263663826629101740FD4,1,2,0.75
41743663554360982FF9338,0,9,0.05
417E362988992448760E576,1,3,0.65
418D3638077930398CCAF35,1,3,0.65
41923624125479248ACDD25,1,3,0.65
41A43645785540967568CD7,1,2,0.75
41A836360560238458DCD82,1,3,0.65
41AF366100634549668909B,1,3,0.65
41B336355830512394EE0E9,1,2,0.75
41BD3621715607578062C34,1,3,0.65
420A36545009895739081DA,1,3,0.65
42133656587046930629926,1,2,0.75
422A36766703943625E92BB,1,3,0.65
422C36484034319874901A3,1,2,0.75
422D3640050474214954CD5,1,3,0.65
42373675982169553ADD7E9,1,3,0.65
423C36442873305152E5186,1,3,0.65
424F3626841294216B8FCB2,1,2,0.75
42583629221704878798DFF,1,2,0.75
426536379517870215767AF,1,4,0.55
42663668875909447533374,1,5,0.45
42723616786246819EE31D2,1,4,0.55
42743625869807946284D8B,1,3,0.65
427636648544981767E7FCA,1,2,0.75
429036234651542760774F5,0,3,0.65
429B36301185450239DFE6C,1,3,0.65
42A6362750721028376C92C,0,3,0.65
42B2364165268192055307B,1,3,0.65
42B73644228218149DC9A15,1,4,0.55
42BE36452303547199B4F75,1,3,0.65
42C23658876446753525449,1,3,0.65
42C33672568751986FE52A2,1,3,0.65
42D23652855629850649FF1,1,4,0.55
42DA36601800004627084D1,1,3,0.65
42E236466647613274F8265,1,6,0.35
432F361488781427554D362,1,4,0.55
435336560691986340EB1FC,1,6,0.35
43563629764004198EE7B08,1,4,0.55
436D366326421932839855F,0,5,0.45
4391361114875622386C062,1,3,0.65
439F365993443247105A1A1,1,2,0.75
43A03614733450612AEEDE2,1,3,0.65
43D536263946280639B95F3,0,2,0.75
43E63651861835414897DC8,1,3,0.65
43E7365044573298437FEB3,1,3,0.65
43EF3624613097672CB41B2,1,3,0.65
43F9365481232075908148C,1,5,0.45
442D365812266209255C368,0,7,0.25
443636437482999878AAF73,1,3,0.65
443A362108306724902BC08,0,4,0.55
4471362057642001520E773,1,3,0.65
44833613455477975D47A76,1,2,0.75
448D36559516565994073E2,1,3,0.65
44A136193777079453BC96D,1,5,0.45
44A33646193631854753EB7,1,2,0.75
44AA3629089244308E2ACEC,1,4,0.55
44B536369530588461E8730,1,2,0.75
44BC36372930801559159FD,1,2,0.75
44C63618738771939FB3EDF,1,3,0.65
44C83654562254612DBF2BE,1,2,0.75
44CC366450977947711806B,1,3,0.65
450E364104684922015504D,1,4,0.55
45143625746454809458330,1,2,0.75
45153661399958125A9C16F,1,3,0.65
452536384569466523F74DC,1,3,0.65
453E36515620169039C4B1E,1,6,0.35
454936500879137528E6D6E,1,2,0.75
4576363114492063476548D,1,3,0.65
457B36577896782560750A2,1,3,0.65
457F36585981340514E114C,1,2,0.75
45803668218154830C5001A,1,5,0.45
458F36556581637220AFF21,1,3,0.65
45923648599601416A0BBA4,1,5,0.45
45943649467481663B49AA8,1,3,0.65
459B3651376024902D83574,1,3,0.65
45A236605099575792CE221,1,6,0.35
45CC36246600019660F4278,0,4,0.55
45E237002588895967BFBB8,1,3,0.65
45E93657434743062689F4C,1,2,0.75
45FE3634911339562819139,1,3,0.65
462A3637122809180C8A684,1,3,0.65
462D368093123441093FF43,1,7,0.25
46383613279821732A70B6E,1,4,0.55
463C3661037521031771FF1,1,6,0.35
46573632067947772AD52B9,0,3,0.65
468036565998289012C355F,1,2,0.75
468E36280464744580D9EF1,1,3,0.65
46AB3616558817936575F0F,1,3,0.65
46B73626748392864CCDCB0,0,3,0.65
46D136481419888345B488F,1,5,0.45
46D23640734142897A07D17,1,2,0.75
46D236602038410981F231D,1,3,0.65
46DE3659266383661E05CC5,1,2,0.75
46F93661720094313041EE9,0,5,0.45
472836182324801681FE8E0,1,2,0.75
47413662141534744DE3933,1,0,0.95
474F3656028474881FEDCF0,1,2,0.75
475336168834372590EF547,0,3,0.65
47593658563325923C8A90A,1,3,0.65
475C36642859277674E03BA,1,3,0.65
47663636365704692D4F4B8,1,3,0.65
476D3656908122361398A54,1,3,0.65
478236322670212945E4440,1,4,0.55
479B3651574409490242B30,1,1,0.85
479D36618615131466EA2A6,1,3,0.65
47A93685045928529EFFD10,1,4,0.55
47BA364851708380632ECD4,1,3,0.65
47DD3654579597810939175,1,4,0.55
47E8361271177945451EF5D,1,4,0.55
47F9365716187614716880B,1,2,0.75
480F36518393398594E6EDB,1,3,0.65
48153620999645707DDD728,1,2,0.75
483536344503913306C7156,0,4,0.55
4837364132279908133F757,1,9,0.05
48463632172216770D98BE3,0,3,0.65
48523624881159285BC2FDD,1,4,0.55
485E36550332219075EE4C6,1,0,0.95
48603678167611889F06D89,1,3,0.65
48733617755592215B7F79E,0,2,0.75
48843667598546519C099BD,1,3,0.65
48963612607309366201BA6,1,2,0.75
489A3671538557105FBE8E8,1,4,0.55
48A43647658942026235F56,1,3,0.65
48B33646656658816E83F73,1,1,0.85
48EA36495966843244FA737,1,2,0.75
48F73650414540652B661A3,1,4,0.55
490D3629431365623151491,1,2,0.75
49183662752919495C15055,1,5,0.45
491A36277810979403319CF,1,2,0.75
49223659223858160EF57E5,1,3,0.65
49243642619924373782D0C,1,4,0.55
4941363013905935501561C,1,5,0.45
4948362279348874729D5AB,1,3,0.65
49A536643727015394CE900,1,3,0.65
49A83638645950099132883,1,3,0.65
49AE3662556286974CF8B50,1,2,0.75
49CA3615685955912927E61,1,3,0.65
49CA3640978680500728239,1,3,0.65
49CE36259722853827FC3A3,1,2,0.75
49D33641736730169EE43F0,1,4,0.55
49E736491517891055073C2,1,3,0.65
49F03639679672464CDDFFA,1,2,0.75
49FF36758150786901B99F6,1,3,0.65
4A0936688550690787633B7,1,4,0.55
4A0B3614027324473D94121,0,2,0.75
4A213621641298213D944FB,1,4,0.55
4A593620451810958F045E3,1,8,0.15
4A5C3701714806065E4DBC9,1,5,0.45
4A5F3646958976685F5C491,1,3,0.65
4A6B3652865890474911A84,1,4,0.55
4A8236447247646169EA4D7,1,5,0.45
4A91362568060568756C545,1,3,0.65
4A9D3666207292937DEE425,1,2,0.75
4AA336438112573804AEE95,1,3,0.65
4AA93658539496878F5BE6E,1,5,0.45
4AB93622309254379223531,1,5,0.45
4ABB36198212689062C537C,1,7,0.25
4AD43649604914821F76E9B,0,3,0.65
4ADB36332407811591242E6,1,8,0.15
4ADF3618980225076253C9C,1,7,0.25
4B0836429945970693F0DE9,1,7,0.25
4B0E3623834534061EEA431,1,3,0.65
4B173671238848276C34C8C,1,2,0.75
4B2836708857935911F2912,1,4,0.55
4B323628890115587E34C0A,0,2,0.75
4B553641616061161D770EE,1,2,0.75
4B5C36609427795649F20AC,1,3,0.65
4B663657707765380665B38,1,3,0.65
4B6A3617947646246868CCE,1,3,0.65
4B6C3640366939027FED59A,1,3,0.65
4B79365231509739598226A,1,6,0.35
4B7E3629069970651A18142,1,3,0.65
4BA3362747932510061DB6A,0,3,0.65
4BA636193419281654C1364,1,2,0.75
4BB43662389966339CA93B3,1,3,0.65
4BE236593259865767EB174,1,3,0.65
4BEF3659867190989BCE311,1,3,0.65
4C1736414198332378197D7,1,2,0.75
4C223666624757359E62B16,1,3,0.65
4C303646897631057F175FB,1,3,0.65
4C3B36240587717150E8D51,1,4,0.55
4C5D36572751707250432D3,1,2,0.75
4C6336598607489018B74E0,1,4,0.55
4C70366118082584662A25B,1,4,0.55
4C823679968410317AB6F96,1,3,0.65
4C85365217797192507D4B1,1,4,0.55
4C8B36603854190290374EE,1,3,0.65
4C8F364301928014095FAFA,1,4,0.55
4C90365267392064433A691,1,5,0.45
4CA23631795082680CCF8CA,1,3,0.65
4CA93635047209156BDC46C,1,3,0.65
4D00364976960308535C362,1,2,0.75
4D0E363002459159695CDFD,1,6,0.35
4D113618611258404BEB566,0,3,0.65
4D28364489390606307DC7C,1,3,0.65
4D2936292130318206D7627,1,2,0.75
4D333624156200878B31302,0,4,0.55
4D353613895954611CE31C6,1,3,0.65
4D493656440163036F455B8,1,7,0.25
4D533659128732212F78FF7,1,3,0.65
4D5D3617988070579987551,1,2,0.75
4D653628001925414822F7F,0,3,0.65
4D673689334781551D426E5,1,3,0.65
4D703620748398288A48D87,1,2,0.75
4D793641221585749F7DE24,1,5,0.45
4D8F3637266059944E8523D,1,3,0.65
4D9036160339731316D686F,1,3,0.65
4D9236439114726039ADE00,1,2,0.75
4DB03636692525574924F9D,0,3,0.65
4DB33646484469110768AD2,0,5,0.45
4DB9366936063299670CB4C,1,3,0.65
4DC33618649330749D96980,1,3,0.65
4DC6362535604604381EC6D,1,6,0.35
4DC63691437684145C233E6,1,3,0.65
4DC836557782153829DDEB0,1,4,0.55
4DD83632245690635A45139,1,3,0.65
4DE13655084228737AE8009,1,2,0.75
4DF93653362084831E03F1E,1,5,0.45
4E013624313755693181276,1,3,0.65
4E1436151944288045C89F6,1,0,0.95
4E143623681571177BE1CE3,0,3,0.65
4E1C364107463085891FA2F,0,4,0.55
4E1E3667790876426CC0A9C,0,5,0.45
4E2B36488654421055536BD,1,3,0.65
4E59367631730046871FBC7,1,4,0.55
4E763643449504573E28AF5,1,2,0.75
4E793625138275214ABD5B3,1,3,0.65
4E7D36353288262301B4DC5,1,3,0.65
4E9F3616606757083F44F0D,1,3,0.65
4EA23628986705605269057,0,4,0.55
4EAF3661686387826FA6B57,1,5,0.45
4ED93645766015678A0CE1E,1,4,0.55
4EEE3629960313933DE8C46,1,3,0.65
4EF236226631252072F0932,1,3,0.65
4F0136664650567550375C8,1,2,0.75
4F0F3621323789683F0B614,1,2,0.75
4F2C3627497536905C30CE1,1,2,0.75
4F2E3646931610275F6F0CC,1,5,0.45
4F333649408756307BE5A9F,0,5,0.45
4F483618722681510D99636,1,5,0.45
4F5D3644267134740DC6B42,1,3,0.65
4F6F36590215860120A711F,0,2,0.75
4F7536689434419483DF322,1,4,0.55
4F77366306484391636885A,1,7,0.25
4F833658476779989A1CF7C,0,3,0.65
4F8A3646666908130E2C694,1,7,0.25
4F8F3634551689744D51714,1,2,0.75
4FBC36463486433838E9896,1,7,0.25
4FBE3645019857654308F20,1,2,0.75
4FC836329527013672E0EC6,1,2,0.75
4FD13633282105342C3909A,1,3,0.65
4FD33622771931460A97E23,0,4,0.55
4FD43689365083059020579,1,5,0.45
4FDE362224277288156AB08,0,4,0.55
4FE13621318808046612365,0,3,0.65
4FE436493534765804DF5A4,1,2,0.75
4FF13644950548675D1ADBA,0,3,0.65
4FFE36534989876026B3146,1,2,0.75
5012365753369003158081D,0,2,0.75
50273659781486474899CB5,1,3,0.65
502C361383973472450BD83,1,3,0.65
502E3620909269577B290C8,1,3,0.65
5032361241029863234840E,1,4,0.55
50373618833484616DAA512,1,7,0.25
504436433802025210F26EF,1,3,0.65
50533652110126721D0B8ED,1,3,0.65
50553635956715653209894,0,2,0.75
5060366884712410261A8CE,1,3,0.65
50743622074743238201050,1,2,0.75
509D3666879786500E50ACA,1,0,0.95
50B0363818603676429C0E2,1,4,0.55
50CA3638305947606AF1A9E,1,2,0.75
50CB36808345709395C5361,1,2,0.75
50D23644289837460AABF52,1,5,0.45
50FF3656670123440A4654E,1,2,0.75
510936454361344395826DB,1,2,0.75
510A362820618571681C81C,1,4,0.55
510B366980985749724E72A,1,7,0.25
51153615892460944473C33,1,3,0.65
51193641984470383A54E5F,1,2,0.75
511F36564689469308E9690,1,3,0.65
51243660840199467AA045B,1,0,0.95
51303658518040502626B4A,1,3,0.65
513936185888043844C0D4F,0,3,0.65
513F3635171536775221A5E,1,3,0.65
5141362869023835808075C,1,2,0.75
51583641852410973D5849C,1,2,0.75
516B3640861035570BFFC8C,1,4,0.55
516F36795958361013DFB67,0,4,0.55
5173364739755341702B401,1,3,0.65
517836230596409022DCC7D,1,2,0.75
51813636635777349551A66,1,3,0.65
51843614507069197760687,1,4,0.55
51AF3657613467368B92CC1,1,1,0.85
51D6362208344676824FC7B,1,3,0.65
51DF3667327591018A62091,0,3,0.65
51E036854128349053C3CFC,1,2,0.75
51E936442693761334346C0,0,5,0.45
51EB3682827569829366E45,1,1,0.85
52003642686111568ADD66B,0,2,0.75
52323626832354673CE7694,0,3,0.65
523F3650418180122EEDCA8,1,3,0.65
52513654845550412F79F5F,0,3,0.65
52773640900615260797D4F,1,0,0.95
