M,p0,TAU,quantpred
52933663447802253B9FCFF,1,2,0.75
5295364045567140613A230,1,2,0.75
52B036345019097627544E3,1,2,0.75
52B3363357463450936E49B,1,3,0.65
52B43641910130777AD94A1,1,1,0.85
52CE3647709783880F275B4,1,2,0.75
52CE36616470774348288EA,1,3,0.65
52CF36438531826505FC60D,1,5,0.45
52D53629428495868BC04C0,1,3,0.65
52DE3647333554333DC4774,1,3,0.65
52E73633724734739107A89,1,3,0.65
52EE364602508724219674C,1,4,0.55
52F13633665673858A070D3,0,4,0.55
52F8363343016919908B05D,1,2,0.75
53033638229785092FB8DFA,1,3,0.65
531B36411473720958AB7A8,1,6,0.35
53533639280994909BA37D5,1,2,0.75
535836551948264145F924C,1,3,0.65
536F36338575771777C5A72,1,0,0.95
537F364381660399698A722,1,3,0.65
53803642409602197BB5944,1,2,0.75
538836217136316665468E1,0,3,0.65
53943651071710647B5BCE9,1,2,0.75
53AE3666955374035ADDDC1,0,9,0.05
53B73641683550658882308,1,2,0.75
53C1365789195454175A8E0,0,3,0.65
53C4369989345968394DDDB,1,7,0.25
53CA3669793144860EE9905,1,4,0.55
53D936349078471639D5414,0,3,0.65
53D93655021942112EA3CE3,0,3,0.65
53DE3650230507986FC6913,0,2,0.75
53F23616898024026C7D7BE,0,3,0.65
53FA3622584434439A4464C,0,4,0.55
54023624839271105EC5AD3,0,4,0.55
54103639869887238FEC0E6,1,3,0.65
5423362993427463108B841,1,2,0.75
5425362509012069351BE31,1,3,0.65
54493651936891102474CCC,0,3,0.65
544F3617439978970FA829E,1,4,0.55
54683651287023246CD3017,1,5,0.45
547937112352795002F3AC4,1,4,0.55
54A8362244459134161B739,1,3,0.65
54A836268864640861AA977,0,3,0.65
54B83645250613010BC88BB,1,3,0.65
54CD36630017621356013DB,1,3,0.65
54D536512374476664C279A,1,3,0.65
54DB3640085103670552BD1,1,2,0.75
54EA3648608875367D786D5,1,2,0.75
54F5362835142680370256A,0,4,0.55
54FF3656211923723045633,1,3,0.65
550136611488707600FFC79,1,2,0.75
55033683619359935DC7C19,1,2,0.75
5504364334676617995E16B,1,2,0.75
5521363057956890562278E,1,3,0.65
55423676229312316901925,1,3,0.65
55453640265896601AB3A1E,1,4,0.55
5552364544285689728914F,1,1,0.85
55593628582241887CB950C,1,2,0.75
555D3652347431069FC6D05,1,2,0.75
557136315875693468296B1,1,3,0.65
55743618096032020E0A088,1,4,0.55
5585366862299932419C448,1,9,0.05
55883648989911655C839B4,1,5,0.45
55A63627210791961358E04,1,2,0.75
55A836291028888090ABACE,1,2,0.75
55BB3668864000329092399,1,2,0.75
55C9361463287652027C40A,1,3,0.65
55DE3663191779024EE812D,1,3,0.65
55DF363698476190080D2A4,1,3,0.65
55E3362412589115496ACBA,0,3,0.65
560C36412030438310E84C5,1,5,0.45
561F36552803406840A0F31,1,1,0.85
562F3620308022926696BEB,0,3,0.65
563F36483844581383D8F47,0,4,0.55
564536470741480921F342C,1,3,0.65
564536561182941403E27C0,1,3,0.65
564A3655502955504E621D3,1,2,0.75
5652363062394231703FB39,0,3,0.65
567E364853955394885FEF1,1,3,0.65
56863632684362625476731,1,3,0.65
568F3634533557814CA8166,1,2,0.75
56933632513613473E45BF0,1,2,0.75
56AE362269968726465A9DE,1,3,0.65
56B03644890488491BBD930,0,4,0.55
56B9364086806749635580A,0,3,0.65
56BB36574987611898B1979,1,6,0.35
56C53653642137819E9A8C5,1,3,0.65
56C73664490787195DE8C15,1,3,0.65
56E13631116432501B40FA2,1,3,0.65
570636263223394545A9B36,0,6,0.35
572C36673836797160C5464,1,3,0.65
573A36427511131780E26A5,1,3,0.65
574F3629350409742A6B869,1,5,0.45
575D3647704137803BF2981,1,3,0.65
576D3643338197190A91BD1,0,4,0.55
57703661712104903D4D6F7,1,3,0.65
57733658002549322E8D382,1,3,0.65
5779362921214789715494E,1,3,0.65
577A3661166169337766847,1,2,0.75
577B3652417136384A923C9,1,4,0.55
577D36557906777175622C5,0,9,0.05
57853612661177235DE701A,1,2,0.75
579236544627389417D2AB8,1,3,0.65
579F3650458843650892EFC,0,3,0.65
57AA36188448225662A7DCF,1,6,0.35
57AE36854174110392BE817,1,4,0.55
57CA36374530779020FAB00,1,2,0.75
57D43647477326691218520,1,3,0.65
57E63654499064923792D9E,1,6,0.35
57F63654236558712898BC5,1,2,0.75
57FC362183694024243BC7A,0,3,0.65
57FD3618082674930BB8789,0,4,0.55
5810363837516835683B5FD,1,3,0.65
5813362527700885503DC43,1,4,0.55
581C3647333383545E6C978,1,4,0.55
581F3665978736906A8B7B1,1,4,0.55
584D3656549428265A0C3FB,1,2,0.75
586436518967670412B39D1,1,2,0.75
58843622733341356FC0B6C,1,3,0.65
588B3643105886446413DEF,1,2,0.75
589A37027392998981B55B5,1,9,0.05
58AF3659832612210C45C0F,1,3,0.65
58B0365128776346600612E,1,3,0.65
58B9361292696836586E775,1,3,0.65
58BA3613799929665A55A13,0,3,0.65
58D53636983514649B6609B,1,3,0.65
58DF3651037414324F0E295,1,7,0.25
58E136590322933293BB31F,1,4,0.55
58EF3650516042336679117,1,2,0.75
58FC36422018856241210A0,1,3,0.65
59113644471460766A16CFD,1,4,0.55
5922366129188028612D85F,1,6,0.35
5926363039885737832A973,1,3,0.65
59293653969796550B0801D,1,3,0.65
592D3643030150981FD280E,1,5,0.45
59583708252131592080057,1,4,0.55
596636208721106015D41B0,1,3,0.65
596B3629761443982DC0B47,1,2,0.75
5997366901902451155BF01,1,3,0.65
59A43665561327607E0E81E,1,3,0.65
59C336519310696819ADDFD,1,4,0.55
59E9367565113382853AC72,1,3,0.65
59EB363780194308329B08D,1,3,0.65
5A0936255730580737284EF,1,3,0.65
5A1B3636570462631CE40FC,1,3,0.65
5A1C36249584990713D655F,1,3,0.65
5A293659954485357B44C2E,1,4,0.55
5A2F3634734660416ABC321,1,3,0.65
5A3136683875178844E4551,1,4,0.55
5A3B3660951169322154D58,1,4,0.55
5A6036632824773905F50A5,1,2,0.75
5A713649519051110838133,1,4,0.55
5A81363952073834676A8F5,1,4,0.55
5A8E3669112047550D3BB43,1,2,0.75
5A923636482161938F89684,1,3,0.65
5AA53630094003254D8C989,1,3,0.65
5AAE365790317269677CC9F,1,3,0.65
5AB2366016574929852D86A,1,6,0.35
5AC336563077262248866D5,1,3,0.65
5ACE3625396119931FF338D,0,2,0.75
5ADD3654597474314BF7C14,1,2,0.75
5B103621362631323AC2C98,1,3,0.65
5B133645113239678FC737C,1,3,0.65
5B203616886881072740EEA,1,3,0.65
5B4A3614553160482388DA8,1,4,0.55
5B6A36550529446794DC02B,1,6,0.35
5BA8364990478422262F679,0,3,0.65
5BA93619948628212BBE5B1,0,3,0.65
5BB936224151685756AC133,0,3,0.65
5BD136161715814117167FB,1,2,0.75
5BE63649673625848EF952B,1,3,0.65
5BF93653376175193E76003,1,4,0.55
5C0136275457023078B6CDB,1,3,0.65
5C223646456018061B6C8B9,1,4,0.55
5C353637581977119314930,1,3,0.65
5C3D361635993227768025C,1,2,0.75
5C443632391301247F95F4B,1,2,0.75
5C473642274031646F8868C,1,3,0.65
5C4836542038993272CFC66,1,4,0.55
5C5E3639234070301E44ABF,1,3,0.65
5C643632361324658BDDA4F,1,3,0.65
5C8636192860256255254C4,1,5,0.45
5C9036372579669182C83C9,1,3,0.65
5C9036434623183794CC9E4,1,4,0.55
5C9A361779516457664DD3B,1,3,0.65
5C9A3664910975980BD1B09,1,2,0.75
5CA536401113507236CDC20,1,3,0.65
5CB33638827389858D14B93,1,0,0.95
5CBC3644101703801B3ECBC,1,3,0.65
5CBE3625077170219AC2C95,1,3,0.65
5CBF3639684307002D7C10F,1,5,0.45
5CCC3617170576490EC42C4,1,3,0.65
5CE136208464951114A485D,1,5,0.45
5CE7363753957922602AED4,1,2,0.75
5D0036490836516810C87DB,1,6,0.35
5D0336771246297175A50A2,1,3,0.65
5D173627898998041BF61E1,0,3,0.65
5D29362482071391105A374,0,5,0.45
5D303635475765983A41115,1,5,0.45
5D373643273229735E9A5DA,1,3,0.65
5D3F36444496699665BDA8F,0,3,0.65
5D5136610770413891D3C73,1,3,0.65
5D563661097704678BF5D70,0,2,0.75
5D623614801820454D872C1,1,3,0.65
5D6A3659861267987F859EB,1,3,0.65
5D79362819284854982D3C0,1,2,0.75
5D7E36410992128099453D2,1,3,0.65
5D8836379894135118E5C78,1,3,0.65
5DB536596877174715351BA,1,3,0.65
5DD636769628774970E4404,1,4,0.55
5DE53647209707099D8FC04,0,5,0.45
5DF336360024062825C81DE,0,6,0.35
5E0236503953123655A1BCC,1,9,0.05
5E0D365167880862376CC9F,1,0,0.95
5E113637322255696535198,1,0,0.95
5E5C36659433750401CC3AB,0,2,0.75
5E7F3612027138502541FF2,1,2,0.75
5E8836397323411718E184D,1,5,0.45
5E933658964557250F69E7C,1,3,0.65
5EAE3660490894054B78337,0,2,0.75
5EB536115946986060A830B,0,3,0.65
5EBC361888312925251D259,1,3,0.65
5EC53660855427993B0623F,0,3,0.65
5EDE362883396080399FB49,1,4,0.55
5F0336562395567791BE136,1,3,0.65
5F0F36177733904135271D6,1,3,0.65
5F1736488621823426A350A,1,3,0.65
5F183643994918731A7C4EE,1,2,0.75
5F1D3634408641471070213,1,2,0.75
5F1E36344362317544E36BA,1,3,0.65
5F3136527496051932E28FD,1,2,0.75
5F4F3632149147060EF1840,1,4,0.55
5F673700867973585863547,1,3,0.65
5F6A3620610331923B77030,0,3,0.65
5F7C3656961637637BF3662,0,2,0.75
5F843644873885983DE18FC,1,4,0.55
5F8836286706777950D012C,1,3,0.65
5FAE36851926315079F2599,1,4,0.55
5FBB3615189805936CA30BD,1,4,0.55
5FF436496505988328F3372,0,4,0.55
6008364856538187263FC2C,0,4,0.55
600936252759484414D58C2,1,5,0.45
600B3660610178662D709F6,0,9,0.05
600D36434406928258E627E,1,3,0.65
60193639648431648FDB649,1,3,0.65
601D3632676517962844CDF,1,4,0.55
60413621298539254BD8C79,0,4,0.55
60533627804810962DEED6E,0,3,0.65
6054365173218616987C42E,1,3,0.65
605E36204333640551EA9E4,0,3,0.65
60713616778692986E8B708,0,4,0.55
60843648692760871A569B7,1,6,0.35
609D3655310727870DFA5F1,1,3,0.65
60A4363784736824048F411,1,3,0.65
60A836203933114720EC21D,0,9,0.05
60AC3645693189305C3D9AA,1,3,0.65
60B836301040058082BB4EB,1,3,0.65
60C53662003260606CD742A,1,3,0.65
60CE3630904457826EFB955,1,3,0.65
60D93661794139460DB04E6,1,4,0.55
60E336215392368366804D5,0,3,0.65
60ED36707482989653A6713,1,8,0.15
60FD36501085004483A4441,1,3,0.65
611C363438553888095092E,1,5,0.45
612A3634806927527AD5188,1,3,0.65
6134362831489675752F457,1,4,0.55
61363647541384150F899D7,1,2,0.75
61383638640209678918782,1,4,0.55
61493658230124327DE41D6,0,7,0.25
61523660491962458F0BB22,0,4,0.55
61783650074198254538B3A,1,3,0.65
617E367951056532377FAC6,1,3,0.65
61823646609074930D5A969,1,7,0.25
618336552485927078AB040,1,2,0.75
618E3656116264173F6A783,1,0,0.95
61BF362183723629021296A,1,3,0.65
61C8366580789444923AA56,0,6,0.35
61D33642210616251E7A45A,1,4,0.55
61DB3624207208864A39A45,1,3,0.65
61E436569433485345B0143,1,3,0.65
61FD3633017317555AAF2A0,1,2,0.75
6204362646725652721AB6F,1,5,0.45
62283658458154212288682,1,3,0.65
62323614271706606638FA1,1,4,0.55
623B3639233591026672643,1,3,0.65
623E3648089292346FDA9CB,1,2,0.75
625836513635187081E3D78,1,6,0.35
62693678272694871396C6E,1,5,0.45
626C3669767773600413E3A,1,3,0.65
626F36583750427777C7C57,1,4,0.55
62753665589724707B672FD,1,7,0.25
627F3643612499034EF1790,1,3,0.65
62873654443767249A17DF1,1,7,0.25
62A73637915770556BBB509,1,3,0.65
62A83637205929503E567D3,1,2,0.75
62DC3613462384613FBC96E,1,3,0.65
62DE3622516026731476DF2,1,2,0.75
62EE3636587214608944827,1,5,0.45
62FC3619558378663D89365,1,4,0.55
6308363404905768414BA53,1,3,0.65
63083645965070389530288,1,3,0.65
63163641605957187454309,1,7,0.25
63253628854472532418345,1,2,0.75
63303629551015643B64C57,1,2,0.75
63353626194042303EA01F9,0,5,0.45
63373658250405527611F7B,1,5,0.45
634636582721196022D54DE,1,3,0.65
634F36207303549707C345B,1,3,0.65
635D3620935556902C851E9,1,3,0.65
63783634684012100B324EB,1,2,0.75
6385364604757203345CA5E,1,4,0.55
638E3621949205529230B07,1,3,0.65
638F36618477210824E71E0,1,4,0.55
63AA3639234483920A0A84B,1,2,0.75
63B536469954767884F79CF,1,6,0.35
63B53675131336732A62F8F,1,3,0.65
63B636531361413852FD7D8,1,5,0.45
63BC36608919611964A0B1D,1,7,0.25
63EF3622351737433A17F83,1,3,0.65
63F536214785430413E67DD,1,3,0.65
6415365008811550045F003,1,4,0.55
64173648328545417A64F36,1,3,0.65
642936391711125904BF21E,0,2,0.75
6433361549059563851F283,1,4,0.55
6446365536036456043851D,1,1,0.85
64553634342215306942E53,1,3,0.65
6465362216666702152D99A,1,3,0.65
64703659796641960E00E0C,0,5,0.45
6473365189242557513AB5E,1,5,0.45
64743656581954338DF3677,1,4,0.55
6480362979008761409DBB3,0,2,0.75
6480364471221098622791E,0,3,0.65
6487363980765810948175E,1,5,0.45
64963661450360639F56EC2,1,3,0.65
64A93644155141369C746A5,1,2,0.75
64B2362229520151126FE19,0,2,0.75
64B53624653451873255847,1,2,0.75
64B83629434074153ED00BC,1,3,0.65
64C7365511269955171A372,1,9,0.05
650E3647465263580989268,1,3,0.65
65363646542559392814959,1,6,0.35
6544364677576157633534D,0,4,0.55
65503650951476780446D15,0,3,0.65
6557364742234596392C24C,1,3,0.65
65653644886893386A13357,0,6,0.35
656F36190679785419F308E,1,3,0.65
6571365299253982085F380,1,4,0.55
658E3675552123338F19F69,1,2,0.75
659D36190553526109EC5E8,1,4,0.55
659E3638972574197F50B6F,1,3,0.65
65F63647909014611B7F26D,1,5,0.45
66113644737873205A13F74,1,2,0.75
661A3629995427698367A84,1,2,0.75
662136457422669388CE81F,1,4,0.55
663136469558126021A90CB,0,3,0.65
6637365795305613335DC2A,1,3,0.65
664736161972458322B1E9C,1,2,0.75
665B363890074054592357B,1,2,0.75
669C3618579367841ED1392,1,2,0.75
66A83640216435651DAD3DD,0,3,0.65
66BC3657692092697DFE239,1,3,0.65
66D43646650437307D23E8E,0,3,0.65
66E33626222937840C0040D,1,3,0.65
66EA3658618708147485D5D,1,4,0.55
672736203658026555D6A6E,1,4,0.55
673D364237689953155C7A2,1,2,0.75
67603654036995801625DB9,1,6,0.35
67633633271207161E98AA4,0,4,0.55
676B3622284538918A430D5,0,3,0.65
67773637906865696FAA4F5,1,3,0.65
677C3648670777467251C71,1,2,0.75
67903637008303833F8FD16,1,2,0.75
67A2363832200775462F179,0,3,0.65
67B0365407463535192B920,0,3,0.65
67C436405658335742B2822,1,5,0.45
67C7363761271251040394A,1,2,0.75
67C736669009089907926E4,0,2,0.75
67E7366434610984256FD1B,1,3,0.65
67F736125728024477B3556,1,3,0.65
680836531256249417ABEE4,1,4,0.55
6810363151109490732206D,1,2,0.75
68133689235289113A18446,1,3,0.65
681C3631581179908BB1048,1,3,0.65
683436396518602004B7075,1,3,0.65
68563642001730685CD1F8E,0,8,0.15
685B3630717951842792758,0,4,0.55
686D3637152563573B1AC9F,1,3,0.65
68713619232110809EAF243,1,5,0.45
68713641810597662074C1D,1,2,0.75
6882363984481739284994A,1,4,0.55
6884363313720667295F8CD,1,3,0.65
688C366375630815204E034,0,2,0.75
68BC365498930894985D18C,1,3,0.65
68E93627684690051589BFE,1,2,0.75
68F63669099816948545730,1,3,0.65
6900363312043580296CA33,1,2,0.75
69163620348651305D9197C,1,3,0.65
69303631778091407B010A0,1,3,0.65
6932366246648715773A077,0,4,0.55
69353650166594148522A23,1,4,0.55
69573618432730085FD974C,0,3,0.65
696736172269086675D372D,1,3,0.65
697036163258013804264C7,1,3,0.65
698D36219752033129AEB5B,1,3,0.65
69B536214965239556AEE70,1,3,0.65
69B536522214952072DD2BE,1,5,0.45
69B836449924296314E1DF7,1,5,0.45
69BB36491461433154B84FD,0,2,0.75
69C236308987522654AC5E4,0,3,0.65
69C936562296838381E2685,0,2,0.75
69D13649153906133795BE8,1,4,0.55
69DA36236271574059EE713,1,2,0.75
69DB3636011412736490F0D,1,3,0.65
69E7364578558307563169F,1,0,0.95
69F23633906519156B954FD,1,3,0.65
6A393649884858742A381B3,1,5,0.45
6A3C365936587501298CDB2,1,4,0.55
6A493658559961624D06A9E,1,3,0.65
6A7C3617171421231470070,1,3,0.65
6A80361670720782372DB92,1,0,0.95
6A803655289012552391543,0,3,0.65
6AA436522558978128A74F2,1,3,0.65
6AB53639511939246119192,1,3,0.65
6AC13633718509438786F23,1,2,0.75
6AE9365323539165936D98F,1,4,0.55
6AEA363735292298605088F,1,4,0.55
6AEE36559760127381E2E55,1,4,0.55
6B0C3657411060873B8753A,1,3,0.65
6B1A3639222633367BF9E2F,1,3,0.65
6B343622672563061A00E5C,0,3,0.65
6B3C3653130659229983D72,1,2,0.75
6B463622625742856F58293,1,4,0.55
6B4C3643449698056B8C8E1,1,3,0.65
6B5736494606303348B980E,1,2,0.75
6B6336136508450772F0460,1,2,0.75
6B7E364842890405823D638,1,9,0.05
6B7F3642794386316C99494,0,4,0.55
6B8A3616586643378EE0675,1,2,0.75
6B8A36320519875689A9008,0,5,0.45
6B983645482432800A67A8F,0,7,0.25
6BBB36487643525207E5619,1,2,0.75
6BCC3663098282225F7C83F,1,1,0.85
6BD23623463096045F17C04,0,3,0.65
6BE436315970983388278C9,1,2,0.75
6BE83619919736679EC3B14,1,3,0.65
6BE9368371305028698E940,1,5,0.45
6C023662915393248CD5FC4,1,2,0.75
6C113641079738372BD61B8,1,2,0.75
6C143667937995119F90BF6,0,1,0.85
6C1A3643409613465EC522D,1,2,0.75
6C1C36518206400192BA4A7,1,4,0.55
6C293658450499255A22F39,1,4,0.55
6C463660977045643B8E0A2,1,6,0.35
6C5836332049063773CBA61,1,2,0.75
6C6336658932379133FF5FF,0,2,0.75
6C673619577887520F50B36,1,4,0.55
6C6E367120367514007AF24,1,2,0.75
6C7A3677473431153BBAD28,1,2,0.75
6C7E36450619673671B2223,1,3,0.65
6C8836149868870948D3B41,1,3,0.65
6C8A3631779701027F49667,1,3,0.65
6C9C36343837790571C4D76,1,2,0.75
6C9C36516825454238F0729,1,3,0.65
6CA3363728287321745AACE,1,3,0.65
6CA33638782167598AFE719,0,4,0.55
6CA936344500251981B7B65,1,3,0.65
6CC036315074169133E6D9E,1,3,0.65
6CD43655565159209F1AEB0,1,4,0.55
6CED36239672773321ADDDF,0,2,0.75
6CF73617674266982BC7E6D,1,2,0.75
6CF736499126397751D4D3F,1,3,0.65
6D0F3629138590692AD3C80,1,6,0.35
6D1B3613583636318C75B49,0,2,0.75
6D1C3619818475575309D79,1,3,0.65
6D1E36267188080190BC172,1,3,0.65
6D21362377287652794D57B,1,3,0.65
6D373635419339518DB9F50,1,3,0.65
6D3D3633868059523657AD5,0,3,0.65
6D5F36755372272484544DF,1,2,0.75
6D843634775382225A6BE38,1,3,0.65
6D9C364012314205596229F,1,3,0.65
6DB93648391454953E117EE,1,4,0.55
6DBE3640609580789F702B0,1,3,0.65
6DD63649143892118B6AEA6,1,6,0.35
6DDC365840493078680F4B0,1,3,0.65
6DED3651476720155A9F398,1,3,0.65
6DFB36476248773454806F9,1,2,0.75
6DFE36215433674409D58B5,1,6,0.35
6DFF36207601761894C5A80,1,2,0.75
6E0D3615537664705BC86FF,0,2,0.75
6E1036456080684224671DD,1,3,0.65
6E1636530625242111DB731,1,3,0.65
6E2B36276127433213C176B,1,3,0.65
6E4A3688220666841AB73DA,1,6,0.35
6E4D36374306249818F121B,1,3,0.65
6E7236477853731096FF49B,1,2,0.75
6E75364675058106084F80E,1,5,0.45
6E7F36279200869570307D3,1,2,0.75
6E9036247739691480611FB,1,2,0.75
6E90364823944371057A22C,0,0,0.95
6E913644753789014A6B77B,0,3,0.65
6E9D3644254197056F05294,1,3,0.65
6EB93620125029120EEE802,1,3,0.65
6EBD3617198587821FAF579,1,2,0.75
6ED836566920055732A6026,1,2,0.75
6EDB3668112080960ACE822,1,3,0.65
6EE63632823860149D9CD7E,1,4,0.55
6EFB36340660533498A3B54,0,4,0.55
6F05368201809670320EA9E,1,3,0.65
6F0D3633671432025B78A0D,1,3,0.65
6F1936532569039197E7447,1,3,0.65
6F2136436274836078A147F,1,4,0.55
6F263614965721503ECC591,0,2,0.75
6F3636941397361473C1DAD,1,2,0.75
6F3B3618173990275818D8C,0,3,0.65
6F493624553379887E43892,0,2,0.75
6F533661800266200A8E044,1,5,0.45
6F583646300218352BFB1D8,1,3,0.65
6F593648676069981F210E4,1,6,0.35
6F5D3632916384454D5CBA4,0,4,0.55
6F7636366300079148F322D,1,2,0.75
6F79362983571831663C2B9,1,3,0.65
6F8C3673341773316328F70,1,3,0.65
6F91364784744795659EF82,1,4,0.55
6F9D3669736967626E07479,1,1,0.85
6FA8366372385325706C3F6,1,3,0.65
6FD53636292962013E87312,1,3,0.65
6FED36593149560418782FE,1,2,0.75
70013624871873318B3D5C1,1,2,0.75
70043628103750481D61163,0,3,0.65
70273658749636923FD02D8,1,5,0.45
703D361297775463309C167,1,3,0.65
704D3630679222173D8CE84,1,2,0.75
7059367373801166541D026,1,3,0.65
7060362764509929702A30A,0,3,0.65
706A3659682329674B003C1,1,3,0.65
707136562601486020ED115,1,2,0.75
707836437590801868B7578,1,2,0.75
7083362012344146546A3CD,1,4,0.55
70A136171573783391C717A,0,9,0.05
70B036267572561948A8D82,1,3,0.65
70B1363538193753134A337,0,3,0.65
70D2367730897331587D1D7,1,5,0.45
70D43647300015603C9EDD3,1,2,0.75
70F73649728460221D0843B,0,7,0.25
70FF3638186500232CFD11F,0,3,0.65
710136368258985028BDC26,0,3,0.65
71083665313302269248C5A,1,2,0.75
711136494821432506FD74D,1,2,0.75
711536249757870371EE333,1,3,0.65
71173656261880233F88BDC,1,3,0.65
71223616823015049DF5350,1,3,0.65
71273636278228217001726,0,4,0.55
71333630523506682377746,1,3,0.65
713836509134631789E0E64,1,4,0.55
714F36159089569782C26EC,0,3,0.65
71683624422627233E83E59,1,2,0.75
716D3648122530027C6D706,1,3,0.65
7170363880002477490583F,1,3,0.65
71B43642472841679FDF5FF,0,2,0.75
71BB36460837835390F1DB6,0,4,0.55
71DC3650290382597D1424B,1,3,0.65
71DF3611494106807DD6F32,1,3,0.65
71E73621294795342986475,0,3,0.65
71E7364999347065356FAF8,0,3,0.65
71EB362282173895977FEB0,0,3,0.65
71F03645863775461035532,1,4,0.55
724336572339945713508F5,1,5,0.45
724337125634213434ED7D0,1,3,0.65
724C362872511728780F649,0,3,0.65
725B36579863267516A853A,1,3,0.65
72603621170583909A9CB64,0,2,0.75
72693619141655249BD4D56,1,2,0.75
7279363780801008008A07E,1,4,0.55
727F36553327697213B2487,1,3,0.65
72923651364766703CBCA3F,1,4,0.55
72B23629712248982F60C98,1,3,0.65
72B43645857381720982CB0,1,5,0.45
72C136245930970303E4223,1,3,0.65
72CA365755666101924C86F,1,5,0.45
72D536506977287645A6EE4,1,2,0.75
72DE3654808973161A1A78A,1,4,0.55
72EF3641355413400074A52,1,3,0.65
72FD364496277684271BDCD,0,2,0.75
73073641069858214A5EDC7,1,2,0.75
73123665355080515AD48EA,1,3,0.65
7351368199632091162C9CE,1,3,0.65
7354365588775060734C920,1,3,0.65
735636509679923106F141D,0,3,0.65
736836411651507251F9B68,1,4,0.55
736F36416211518013E785A,1,2,0.75
737536452932935788C3518,1,3,0.65
73843654632060632670D2E,1,3,0.65
73A436666387582162ABA56,0,3,0.65
73A63648611987695D8ADB4,1,7,0.25
73BF36415174761226A5D10,1,2,0.75
73F33617412836399B16ED6,1,2,0.75
74003652591170740ACABBC,1,4,0.55
743236430189657234A26A0,1,6,0.35
7443362784486690561D08C,1,3,0.65
744736221099714241D3F80,1,5,0.45
744A36849798953490AD319,1,3,0.65
7466362987237203470E6BE,1,4,0.55
747F36401949508479FA6D9,1,3,0.65
749336331690308615B5D99,1,3,0.65
749C36372266381738F9EE5,1,3,0.65
74A136487538056934CA83E,1,2,0.75
74A3364559273500150D19A,1,2,0.75
74C03619553579169E42B8C,1,3,0.65
74C73645282392051DD031D,1,3,0.65
74D5363451850000528800B,1,4,0.55
74FF36470534073180AA9D0,1,4,0.55
755736604295067200B8798,1,2,0.75
75583656029040610358B51,1,5,0.45
75603613650038575A6BFC5,1,3,0.65
756B36542969908116F34F2,1,3,0.65
756B3668954901633B3AF8E,1,2,0.75
757F3632948440835FB83BA,1,3,0.65
758C363812047718434D68D,1,3,0.65
75983630246597997DC9F03,1,3,0.65
759B36560112630146CEE36,1,3,0.65
759D361986818983259BE1B,1,2,0.75
759E36843010048093AD651,1,3,0.65
75A03682811112446EB1CAD,1,3,0.65
75B53669523609250A00F30,1,3,0.65
75E23631801936410AFB029,1,2,0.75
76003626475361731140CA6,1,4,0.55
760A36391141826559AAC6B,1,2,0.75
76253650974077224834FC5,1,2,0.75
76293622554735003A5004D,1,3,0.65
76323659965279432E676AD,1,6,0.35
76453663843864389C3695E,1,3,0.65
76473619591162764E8D4CC,1,3,0.65
765236733400051125E6C2B,1,2,0.75
765E36271314024389832C9,1,4,0.55
766336628208359523F4E4C,1,3,0.65
767C36628730543646A1C3E,1,3,0.65
768036521942789306AA76F,0,3,0.65
768736419220728226E6886,1,3,0.65
76943618729233810ADC19D,1,4,0.55
76A6364122032783084935E,1,6,0.35
76BA3653979005315EE06F1,1,2,0.75
76BA3660557169356368A82,1,4,0.55
76C336447942981644EA089,1,3,0.65
76CD3665174651207E81821,1,3,0.65
76DB36618119325435DA79F,1,6,0.35
76DD364345285787142113C,1,4,0.55
76F53660611035326FA1278,1,4,0.55
770836170807314428BA0B6,1,3,0.65
770D3639113352737658A64,1,2,0.75
771236485488537935765BD,1,3,0.65
771C3626100049010BB0F67,1,2,0.75
7721364558536791560ED52,1,3,0.65
773F36424227024768BDBAB,1,4,0.55
77463658232016125636819,1,3,0.65
77493612044451336304351,0,3,0.65
775A3664372914713C5972C,1,0,0.95
775C3643235517737154AE1,1,1,0.85
777036192368029134FEA2B,1,2,0.75
77743625564034455F7F17C,1,3,0.65
777F362963794779952AA51,1,3,0.65
779F36616746964872A35E5,1,9,0.05
77A73648787558074A52E9B,1,4,0.55
77BC361382369624320C19C,1,3,0.65
77BF3633486894686D0D7EC,1,3,0.65
77C036547867696604DDB48,1,5,0.45
77C4363678516111786C729,1,4,0.55
77D53634913924983AD59F9,1,4,0.55
77E43658042620381C432A1,1,2,0.75
77F03635153558269E12621,1,2,0.75
77F336414029941307D245A,1,4,0.55
78053631925583709246979,1,3,0.65
781E364904441804870EDBC,1,3,0.65
784F36751839748381C4A1F,0,3,0.65
78743650216989855FDB961,1,3,0.65
787C3638710944836C30A05,0,4,0.55
78A1367198275226077DDDF,1,2,0.75
78C836648520817812A29F0,1,2,0.75
78D036221440036008BCFA5,0,3,0.65
78D53632754888665BD991D,1,3,0.65
78DB36434379908292019E9,1,4,0.55
79173627969802541F6D20C,1,3,0.65
791E3613497859155CDE236,1,3,0.65
79413613581726305E6D2A4,0,3,0.65
79433636023789322AED511,1,2,0.75
79493660680385447BD8FB7,1,4,0.55
795036341106714393D7C76,1,2,0.75
79673624475836707AFD0EA,1,3,0.65
796936432622573912ADDA1,1,1,0.85
796E361497992621341B16B,1,0,0.95
796F3662623379621E46234,1,5,0.45
799C363304301881044F9C5,1,3,0.65
79A436578159513065B1281,1,4,0.55
79AB3654351399415CEBA5C,1,2,0.75
